date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-04-24,5.8,-0.40400193296077463,0.5679717257504504,,,0.5246053519643604,0.6456436902425816,-0.2803180087691484,,-0.212871150643326,-0.9248795656800654,,0.4932282351599795,,0.7607170261932563
2014-04-25,6.6,0.466742305585457,-0.5737786757590884,,,0.18947472148378153,0.10218611296735092,-0.654793881814545,,-0.012717880226849786,-0.5785648641321335,2.236156539548057,,,-0.08374334105462804
2014-04-26,8.0,3.2435384515540724,-0.9162594935851833,,,-0.4627206083773299,0.21828969850053517,-0.4605320867743883,,-0.2973989950494868,-0.9540075029120568,-0.22748227172695323,,,
2014-04-27,7.8,0.2969681405326472,-1.2301798458637452,,,-0.3876869714947445,1.483607016962464,-0.7497388257791298,,0.042508118268154774,3.59517894074962,-0.5628896044984882,,,1.7366125847083123
2014-04-28,8.0,1.1863944718135357,0.02118292975615997,,,-0.453115819577485,0.572472968102038,-0.3826892639406721,,-0.1728946536682323,-0.23193320029363085,,,0.64168190946519,
2014-04-29,6.6,0.19506971880296065,-0.9517951856652318,,,-0.31998488209412956,-0.3270942928083302,,,0.05921131058716024,-0.9944343334753702,,,,0.9313082902104296
2014-04-30,6.2,-0.5264335987513652,0.34953672238529915,,,-0.39479057183680166,0.8801159615706878,-1.0882142466644766,,-0.12569245830940512,-0.0961956329514831,,,,
2014-05-01,6.8,0.44118825810359547,-1.3411640033417347,,,-0.2671831602759949,-0.7492705247282118,,,-0.2746102539930964,2.0959843561722122,,,,
2014-05-02,7.2,0.9335602054964325,-0.9173824116057485,,,-0.4390968648046004,1.5694249187399685,0.3264676777913555,,-0.05785355435167037,-0.16486163291871475,-0.9592110837026471,0.5564019426767361,,-0.21816612013295925
2014-05-03,7.8,-1.3450962120208498,-0.1249157186588671,,,-0.2936727512484663,-0.2274876175827009,-0.9781794450164254,,-0.12841456559006223,0.14244512885132046,,,,
2014-05-04,7.4,-1.5669180681704409,1.924360170487046,,,-0.4331844040600935,0.4713864895201388,-0.09239378450228336,,0.02507808054960245,0.48277546065830423,,,,
2014-05-05,6.5,0.051551527810075055,1.0319104207993377,,,-0.3530743339256375,-0.8193298950355644,-0.5706092518634375,,-0.2356990843438096,0.3478436280783623,,,,
2014-05-07,6.8,-0.3917739940410347,-1.075666690044388,,,-0.3949173862403065,-1.6279884397809246,,,-0.33153222508704444,0.7236595379142601,,-1.1639126972742297,,
2014-05-08,6.6,-0.13735089592655203,0.5414532388861022,,,0.6658592116965257,-0.7641325820231853,0.7937853853082392,,-0.27137507937158273,-1.5069317011000352,,0.2897506212787657,,-0.36349092723290277
2014-05-09,6.8,0.5848206716211182,-0.5067265135148706,,,1.646131074114145,-0.5699177976949905,1.0769840469696736,,0.14051823224238633,-0.10643236859867598,,-0.40092827643784884,2.3762483000764725,1.9387229001332122
2014-05-10,8.0,-0.3494603329886784,-0.8723469138195076,,,-0.4323284757547171,-0.9235268424425657,,,-0.12280645451708568,0.10353227759984106,,,,-0.580448487083616
2014-05-11,6.2,-0.5253767992773566,-0.7604537308390863,,,-0.09651470686170095,0.0944074303213974,-1.2532029039750565,,-0.15671878056066332,-0.5438374564151984,-0.9887351520800377,,,-1.2739423077488765
2014-05-12,6.4,-1.6274533104629236,0.062315686602588675,,,-0.14720881203609137,0.21959366800792712,0.4404196856170165,,-0.3286818509711733,-1.0445977651790614,,-0.19048210881105127,-0.4068618856440618,
2014-05-13,7.0,0.9696304084642989,-0.9423293479237247,,,-0.06866304709286214,-0.5710609189057583,-0.7045285615461274,,-0.2979120623903436,-0.8782626170060515,,-1.1831779535604718,,
2014-05-14,6.0,-0.09696379529797731,-0.7463709093038917,,,0.18358103343342397,0.9586936302362583,-0.7178815181486784,,-0.30445367098626797,-0.3741972179354971,,,,
2014-05-15,6.4,1.078534224117273,1.8636299588617864,,,-0.36038181194899493,3.371228077830901,-0.3552504632063061,,-0.35960841012837585,-1.1743550818518453,0.12139828346425836,,-0.41593625860043765,
2014-05-16,7.4,0.1303845387557322,-0.6141917230638262,,,-0.22891342735777975,-0.33468724666992195,-0.8655209342559016,,-0.21790206095783876,-0.16247908866642194,,,-0.3578602716796293,
2014-05-17,7.4,0.1436585600367922,-0.8487534541833252,,,-0.37255827593226254,-0.26412437053682314,0.8963435103250541,,-0.21425358208952355,0.7066684529162001,-0.3807164562887718,,,
2014-05-18,7.2,-0.11022458073287904,0.6628462198528713,,,-0.33857380260454517,0.7147201515443913,-0.1910751839628866,,-0.1445191793447345,-0.4199846391947462,,2.4561242817933318,0.5386877764103234,
2014-05-19,7.4,0.07263254167222047,0.24152571298535694,,,-0.4326388754399756,0.04962532311593666,0.5882511493234305,,-0.11927911654869504,-0.21932910973792152,,,,
2014-05-20,7.6,0.4708599356430444,1.9011588854197747,,,-0.35323514501545544,0.7548062828654793,-0.5314654323813401,,-0.2057737190948068,0.42161592769798617,1.2668435801155251,-0.34775650355407567,,
2014-05-21,7.0,-0.09826033806856654,-1.0439493252125724,,,-0.4351568049965797,-0.7517350749505206,-0.14063727111073837,,-0.18415363142592356,1.5876602341453936,,,,-0.8224057549398475
2014-05-22,6.6,0.5090673012417851,-0.5739393236091737,,,-0.28854264435756455,-0.6651007434457501,0.1662434954783441,,-0.3432615145738545,-0.5206727168684719,,,-0.3669346446360051,-0.8171774762703193
2014-05-23,6.2,0.44604458745907016,-1.2184750696067361,,,-0.21223466123872312,-0.16895028728348627,,,-0.25961728614361396,1.350184746884559,-1.24371430500829,,,
2014-05-24,7.6,1.0267524983841376,-0.3903865654259182,,,-0.3197959601742489,-0.13865546590107797,0.13085307686866451,,6.630002986834577,-1.602782815449432,-0.8199798785453165,,-0.8106714822027944,
2014-05-25,8.0,0.38776539129045823,-0.14714823803600563,,,-0.11373158794458257,-0.26386355717014054,2.020304908817818,,-0.30992163866521416,-0.27077904065039254,0.1912313236113162,,,
2014-05-26,7.2,-0.7276333989501885,-0.28205581299036303,,,-0.3698555332396444,-0.3600925960182002,3.5762971512957806,,0.012251397028181907,-0.14339314665032293,,,,0.9299041239391845
2014-05-27,5.8,-1.3383037249078826,1.124902295452915,,,0.05589387386600596,2.9645278025212862,-0.5696874233873221,,-0.30312824702238794,-0.7797355787155132,,-0.35830055224198853,0.9710816477816416,0.42707815738208516
2014-05-28,5.4,-1.3068141355378295,0.9630818983083165,,,0.49540650479094156,0.7064813386347722,-0.18015146810556049,,0.06695007631175039,-0.09659752843181409,0.05964601404073951,,,0.2724082467418797
2014-05-29,7.4,-1.9194578900280694,-1.0541671392537324,,,-0.5046647089282393,-1.4345759946132641,,,-0.5269895041476229,,,,,
2014-05-30,6.4,,,,,,,,,,,,,,
