date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-03-23,7.5,,,,,,,,,,,,,,
2014-03-24,7.0,,,,,,,,,,,,,,
2014-03-25,6.6,,,,,,,,,,,,,,
2014-03-26,6.4,,,,,,,,,,,,,,
2014-03-27,6.2,,,,,,,,,,,,,,
2014-03-28,8.0,,,,,,,,,,,,,,
2014-03-29,8.2,,,,,,,,,,,,,,
2014-03-30,7.2,,,,,,,,,,,,,,
2014-03-31,7.0,,,,,,,,,,,,,,
2014-04-01,6.6,,,,,,,,,,,,,,
2014-04-02,6.4,,,,,,,,,,,,,,
2014-04-03,6.8,,,,,,,,,,,,,,
2014-04-04,6.75,,,,,,,,,,,,,,
2014-04-05,8.0,,,,,,,,,,,,,,
2014-04-06,6.75,,,,,,,,,,,,,,
2014-04-07,6.75,,,,,,,,,,,,,,
2014-04-08,6.4,,,,,,,,,,,,,,
2014-04-09,6.4,,,,,,,,,,,,,,
2014-04-10,6.6,,,,,,,,,,,,,,
2014-04-11,6.6,,,,,,,,,,,,,,
2014-04-12,7.75,,,,,,,,,,,,,,
2014-04-13,7.0,-0.29601152843095374,1.3555410519318338,,,-0.4173919166599751,-1.027048541246679,0.19914294375734495,,0.15794012603489355,0.5562825266836708,,,,-1.5703483634634794
2014-04-14,7.4,-0.24327804106475598,0.7981289171833863,,,-0.3730641719551515,0.3891266067663667,0.07016321129501456,,-0.11738361776164055,0.2469646827785097,,,,0.48675522390998477
2014-04-15,6.8,-0.04672792981906799,0.6470036338020286,,,-0.24394127841486304,-1.2089962387039817,,,0.03994278156387072,1.1001654972523431,,,,
2014-04-16,6.8,-0.3132039818034887,0.04494321856295451,,,5.536424197224899,-0.9686176584806152,,,-0.1123364195950371,0.12091966593249887,,1.2897651958073821,,
2014-04-17,6.0,-0.3204389935870815,-0.45914471867528267,,,-0.3104915338717073,-0.19647064585907392,,,-0.1757877833958417,-0.7403449426081646,1.3074530110706075,,,
2014-04-18,7.2,-0.5423168654339549,1.4650964252410215,,,0.110682742177932,0.2273175376142262,,,-0.012475598427000665,-0.2089904956718375,,,,
2014-04-19,8.0,3.026188235674516,-0.5769686468502088,,,2.8257705004174456,0.4275137454797443,,,-0.17300866863286715,-0.6549014204143783,,,,
2014-04-20,8.0,-1.6272598434189929,2.8774628860010747,,,-0.4675003755629128,-0.7647427876790795,-1.0435151679528494,,0.1261951023101336,2.277275871811368,,,-0.8646640012932333,
2014-04-21,6.4,0.3871481900852666,1.081236964636858,,,-0.40873601357633754,0.046739066816338846,1.8222304040878465,,-0.17347898036198608,0.97633860718188,,,-1.304771089677471,
2014-04-22,7.25,0.596884788537012,-0.828134034921871,,,0.04202250332094023,-0.1201257037280403,,,-0.1189798272665285,-0.9499971308490701,,-1.1831612302477232,,-1.557576425570775
2014-04-23,6.2,0.028906946747008774,-0.4115133730875772,,,-0.35954288047410654,0.28693320962722274,-1.218380155474749,,0.10289329391288647,-0.11949666188549668,,,,-0.19620734972094125
