date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-22,7.0,0.6744667759549943,-0.13791829931530308,,,0.7656985041387053,-0.7007705250115934,-0.786722153335876,,,-0.11263645678735552,1.1280732780266864,,0.3949711230016519,
2014-03-23,7.0,-1.7564369656998668,5.0813468668115345,,,0.08088129822770301,0.21759653353294334,-0.7048806057840534,,,-0.2690740101689499,3.0788483735395733,,0.14685599572120278,-0.305087017126334
2014-03-24,5.8,0.16073326647548397,-0.49059754830220337,,,0.9659980312916489,-1.238971214875988,0.6344151983825084,,,-0.05867851755228228,0.19273287102922282,0.14901406326799005,-0.19852177198951873,-0.664551009816918
2014-03-25,6.2,-0.8555950393819182,1.3603513430029848,,,0.415368306011683,-0.21484777757211182,3.777966015758059,,,-0.03500333348289068,,0.491321775377141,-0.1465995585451119,
2014-03-26,7.0,0.41354539436313054,-0.13369184505464052,,,-1.1786939987941576,0.2941760284244064,1.2607702204799847,-0.3873537862829421,,2.0062561978333595,-0.07735246463025021,-0.8187040139220082,-0.28578814860879204,
2014-03-27,7.0,0.38804408507890087,1.0276487073538365,,,-0.2791288960038306,1.762640976275938,2.234085507275249,0.16430568923419636,,-0.48273711286926885,-0.6312625691039279,0.3240674833138304,5.593235831424516,
2014-03-28,7.0,-0.1813455825487827,-0.47954020466318453,,,-0.9916300627412937,-0.3174199679829309,0.470824048871614,-0.42230500125125825,,-0.5407034665206492,,-1.7332513937712533,,
2014-03-29,7.25,-0.11457974454188302,-0.6509892680223328,,,0.5468064142998988,-0.7965090058566512,-0.6697302883504025,-0.3557693770930176,,-0.48562718658144327,-0.3923940744664244,-1.27735820642748,-0.2942408295169008,
2014-03-30,7.0,0.5324576600616289,-0.7081033197301306,,,-0.4907739274170942,-1.3865872095968115,-0.15977300908108794,-0.4160497433781275,,-0.23984257741660614,-0.06451046164512678,,-0.20912563384467775,1.481712048979544
2014-03-31,7.5,0.16085695967182853,0.24273821086292852,,,0.8432916836044854,0.49834692954438514,0.2838594711554607,-0.2562226407301035,,-0.3631652814923498,-0.36714458409252576,-0.1302744176246583,-0.47041057059599,
2014-04-01,7.5,2.0173255809386754,-0.4132057021528782,,,-0.8374580604924703,0.12541805291557032,-0.2003038185458076,-0.5485311697335981,0.31496777943361376,-0.5899671852428187,-0.5781538286240904,1.3352595318127738,0.01644062392458138,0.8595573626193616
2014-04-02,7.0,0.5801136890413856,-0.07739470093230597,,,1.3549849937973593,-0.606359433747532,1.32884318243686,-0.3556025929065571,,0.1820978795978758,-0.5752095509432343,-0.9398428138664214,-0.4369428574214722,-0.284045222432251
2014-04-03,7.0,-0.40522988781187746,-0.32314569282780625,,,-0.23411082448194068,-0.6217126739919352,0.7176599316871477,-0.23702198989926937,,-0.23865375941312156,-0.36600471890676545,0.8318077933589858,-0.2623032225543457,-0.617396537473196
2014-04-04,7.0,1.7966048216853914,1.0183598531297382,,,0.15499664589832868,3.691334941434865,0.9733182341456909,-0.47993310458596306,,-0.5217947962430058,-0.2930734275446948,1.0699373725628074,,
2014-04-05,6.5,1.0226600358495863,-0.8227396640689483,,,0.6215810856861386,-0.7998770908259536,-0.9280173670019948,-0.4892328027224908,,-0.1122807193760566,,,-0.4738105676741531,
2014-04-06,7.0,-0.8699343516247183,-0.7658947140842147,,,-1.39214700538416,-0.5259732420796105,-0.15668047660557546,-0.6530310770241136,,-0.348041878400404,-0.5044637295984629,-0.71412738542633,-0.409232128546918,
2014-04-07,5.75,-0.33010883179393147,-0.38891806933819884,,,-0.24087246497805787,-0.735867658514871,0.2427341516690269,,,-0.5425190136370818,-0.46480346900510117,1.7262254531014967,-0.2696085926204557,
2014-04-08,6.6,-1.503930147558947,1.136926762741571,,,-0.4423431560628391,-0.2175859322766928,-0.24449515982994766,-0.538311415636341,,-0.3920745168627967,3.9823854749364003,1.5658651347512107,-0.28636771800320376,-0.46203558374374226
2014-04-09,7.2,0.534865053232012,-0.4284593695503915,,,-0.15496338292646553,0.0758252484020262,-0.5346475345386814,0.1897109035314333,,-0.40932924058003695,-0.2526643208039073,,,
2014-04-10,7.0,-1.9238797021553216,1.6205352615942679,,,2.1390295591387916,0.0818251683329573,-0.19069758778149043,3.5026756868238382,,-0.21585696698266812,0.9068763686360781,,,-0.7124163536030075
2014-04-11,7.0,0.0427127156802111,-0.2582359304139857,,,-1.252260039636845,2.0938241189072935,,0.43133813225667295,,-0.47623668868090396,-0.7071043556138881,0.14036643787199785,0.37362741374511244,
2014-04-12,7.75,-1.0276569425377597,-0.2948376462972157,,,-1.1852604075850937,-0.428046370178766,1.2737679244274074,-0.1388370703955528,,-0.4782364202820033,-0.4933444501763217,-0.9659196705849489,-0.0764512317313225,
2014-04-13,7.2,-0.012106172731729816,0.32087108074059895,,,-0.08541956078844255,0.8340630204857913,1.5493103177159906,-0.6786405334947166,,-0.4530418126568761,-0.7423551294363178,,0.06690939775780776,
2014-04-15,7.25,-0.879742140780521,-0.06783029922322976,,,3.6589067072168704,-0.5022385648706904,-0.6705586295188247,0.06494478443592645,1.2857521002761545,0.30522746599051387,-0.736845977906384,0.1468792654625529,,
2014-04-16,7.4,-0.22141546826173453,-0.16720935616571414,,,-0.4673791465585294,-0.43143156657748655,,-0.10286874032591463,0.24668979589933562,-0.4577685478502172,0.03113094474624521,0.8892670622911059,,
2014-04-17,7.4,-0.06459332954329751,0.016093185864542274,,,1.3047281322989497,1.1404798972006749,-0.6593018302984429,-0.2687308603653979,-0.6070366301657203,0.2458296258402288,1.1657862787711022,-0.30065974646927657,-0.15894503180681765,
2014-04-18,7.6,-0.6917614866055571,-0.3095725285032047,,,-0.18660521261031932,0.038136582551992364,-0.8506582594116024,,0.1894804915397106,-0.38878467544289785,-0.3095489090068551,-1.7334791055371666,-0.30306555311604194,3.1487529727612156
2014-04-19,7.75,-0.8411650537342547,-1.035470231158497,,,-1.3692146587324925,-0.9712059632550214,-1.1780451281457767,-0.20843027003627984,,-0.5076349741062655,,,0.06495993706751357,-0.42695407806289776
2014-04-20,7.75,2.7740575285888376,-0.7870837470865105,,,-0.501935038163032,-0.9475471835625111,-0.4272812257724328,-0.547997901064368,,0.12683892076924563,-0.3756922933443279,,-0.016191606096953342,-0.4730896346725594
2014-04-21,7.2,0.12065733894963307,-0.6921436152649918,,,-1.190908215329163,-0.37931603346306736,0.6871332563752222,,,-0.24244785942424218,-0.7423421361544075,,-0.4519718767641303,
2014-04-22,6.2,-0.3660918406094916,0.8071971604451822,,,1.4053589033859097,0.5440647328642005,0.016623423705169168,,-0.5315779888851102,-0.39652357817886713,-0.5749366920231197,0.3207277107471021,-0.514707306722494,-0.6769043757709516
2014-04-23,7.0,-1.3429258908887818,0.11598626000764872,,,0.1421227977687261,1.4050068080627935,-0.4386463657033085,0.02911320742577239,-0.8656677843817293,1.3105087010062493,,-1.790634758781402,0.10053922337998207,
2014-04-24,7.4,0.8070889474014362,0.44076599164331987,,,0.1568161511614726,1.8766892440468192,-1.0361276596247626,-0.7311318642539527,-0.5909796064394591,0.22623872017169677,1.3257335790859233,1.9259059006308592,-0.13851838269408895,
2014-04-25,7.8,0.5129341848331282,-0.530479954210986,,,0.7823582311993658,-0.5426896076747344,-0.98296538256346,,-0.9750959569339097,-0.37018978665579555,0.1607234398107299,,-0.10231411273148608,-0.5458591746562631
2014-04-26,7.5,0.5895424010190592,-0.6107397225930993,,,-0.7717916023286637,0.09023173905518306,-0.7771667748672622,-0.7474985432266357,-1.4774591606072742,-0.30556482094257076,-0.7576157390398722,-0.4076415804924134,-0.15358503641300758,
2014-04-27,7.0,0.059252662860449876,-0.36514446177331916,,,0.5172932339200491,-0.24650214465487053,0.5070469725725,,,2.3374614556930076,-0.12643891814008004,-0.5308478778368723,-0.42328157883890993,-0.32925664616683464
2014-04-28,7.6,-0.47964049824822796,0.6492334868151102,,,-0.005179167481447335,-0.306751377694832,-0.18394403608732576,3.1797972080394827,0.8993968133410548,4.84163058993869,0.1307130928241817,0.5854236626408074,-0.4643718661080191,-0.2814860852397274
2014-04-29,7.4,-0.2723097054494768,-0.618016812578861,,,0.39318471992395015,-0.8696328043440018,-0.3894705670602125,,,-0.3468572760635987,-0.47913202718629594,,-0.5596233971554565,
2014-04-30,9.0,0.9625529053846256,-0.5124912409108907,,,-1.2592172157253665,0.021600684017190747,-0.5505310291691629,,,-0.5058764388630159,0.4356587863229475,,-0.3795719389820698,
