date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.other,appCat.social,appCat.travel,appCat.utilities
2014-03-15,6.333333333333333,,-0.387360457258256,,,0.024482379536611577,-1.1245730595451904,-0.32133492495126204,,,-0.6437845316846926,
2014-03-16,6.75,,0.19221434279853652,,,0.6148743351217637,1.465539417377619,0.24113266279373494,0.5624213293781257,-0.5800965126939819,,
2014-03-17,8.2,-0.5628650915697845,2.335826139415181,,,-0.3105396819764439,1.5140739088046629,4.61471853412857,-0.31964888845768696,-0.5767394405509636,,
2014-03-18,6.8,-0.6196150531233571,-0.4829056137257293,,,0.22766576710710038,0.15181786439765518,-0.37968975970512864,0.17561202788255556,-0.5373047189462049,,
2014-03-19,7.25,0.009132321766135381,0.7903694668943533,,,-0.18250173004486336,0.13512091552709152,-0.5202760088337838,0.15955220815615057,-0.6101094368076647,-0.4906447816641812,
2014-03-20,7.5,-0.20522693680104012,-0.08967383050256196,,,-0.14657581028416608,0.023256785051159183,-0.5364127840794055,-0.5376837260265608,-0.38191423396547636,,
2014-03-21,6.5,-0.0067603817413727,2.2774683798692097,,,-0.1181084547941994,1.2875780154665657,0.9260512760024361,-0.6796872964631465,-0.3086372883670551,-0.04163860049778964,
2014-03-22,6.25,1.7870673010435807,-0.04333208576082087,,,-0.328275893045492,-0.9054462704119411,-0.3038023827900544,-0.5434964348538036,-0.5563694558551444,-0.3513044890877054,
2014-03-23,6.4,0.08994710595050001,-0.21748497845807452,,,-0.4159561792507209,0.5036377929550189,-0.43951155000812114,-0.06032957772605675,-0.17945495536379774,-0.07724893163990783,
2014-03-24,7.75,-1.0460163391406425,-0.7725397860207238,,,-0.14433357915494005,1.662287586905299,-0.18188298096480254,0.03239931044270774,-0.23370376230941678,,
2014-03-25,7.2,-0.5556763316069028,-0.46827256775124665,,,0.15345588913800415,0.6784468046492795,0.27839405590251387,-0.6186862185255778,-0.4953389925765826,,
2014-03-26,7.25,0.03701910764969265,0.1457506933729185,,,-0.041840312698393986,0.48573532195781643,-0.3687185491337235,-0.7931969423367891,0.9035525809996666,,
2014-03-27,6.8,-0.2546253451484816,-0.16492080324644076,,,0.25929995568451303,0.1408730311021125,-0.2607894765017146,4.654204495847864,-0.5826957909236283,,-0.038692365714802265
2014-03-28,7.25,-0.244440461153424,-0.5435313593760157,,,-0.28048727764246373,-1.1801588391740043,-0.3368940468972623,-0.3606071249557513,1.9479202922666388,,
2014-03-29,7.0,1.7062634995585075,-0.28141341151128135,,,5.708671006004406,2.0661738189496965,2.1161972360324732,-0.2939771699623136,0.7761780685909955,-0.6462398081409406,
2014-03-30,7.2,-0.22302885894949398,-0.06039076140912362,,,-0.3826527073183893,0.11624360546815538,-0.1299937928047889,-0.8803452848074164,-0.07046394268830344,,
2014-03-31,7.4,-0.9599817342701584,-0.3908833945101088,,,-0.3694236418379242,-0.2735494628165528,-0.3804004717950274,-0.2511780265706321,4.705789492932594,,
2014-04-01,6.4,0.17280963449051995,-0.9029712609297368,,,0.4979481466460453,-0.9156919043051203,-0.5303128135472178,0.4830155735112009,-0.5343565788707966,2.1986156749310637,
2014-04-02,5.75,0.2846630135432484,0.12365141385707902,,,-0.03132417171298011,0.051513355228913184,0.13343529138085408,0.24268214345533892,-0.4899467082777143,,
2014-04-03,6.4,0.5328109858062727,0.03183031892210635,,,-0.3769110490875046,-0.33899740844846776,-0.24688205150434286,-0.499438950041169,-0.42790811454096933,0.09106526886757335,
2014-04-04,7.4,-0.5454995048617849,-0.6744132719902363,,,-0.2397980908832563,0.09672718079437029,1.0184625181927642,-0.12050729646226087,-0.24465430072792368,,
2014-04-05,4.5,0.5279092777093738,1.91788117361805,,,-0.21341724918429897,-0.5683923715133571,-0.41313673372621273,-0.3559232985555364,0.018998932249152743,-0.06322209474380097,
2014-04-06,6.8,-0.47822923182754407,0.3223189970282214,,,-0.3023337694462857,-0.2780882343940747,-0.28416811731764396,-0.8850869362249182,-0.060287852994451045,,
2014-04-07,6.25,-1.1395426343404766,0.26892617060317486,,,0.038245727302077565,2.654181717078723,0.17348203095027664,0.17011606206044944,0.6676422510533309,,
2014-04-08,7.25,-0.013725119118783905,-0.6264885964068719,,,-0.3507978932644434,-0.5876131821650749,-0.4009072016751948,-0.2698304784153793,-0.05183370168667696,,
2014-04-09,7.25,-0.07452074609846102,-0.007370007563653043,,,-0.3309942807009815,-0.3486904795694739,-0.3441303303869804,-0.39038269355855454,-0.0202445977002447,,
2014-04-10,6.5,-0.31522654136500844,0.6720456568607546,,,-0.23806650424601636,-0.19904857385363964,-0.4557294362617722,1.2629018693422709,-0.28949972729254647,2.2538419316770524,-1.175321845048307
2014-04-11,6.0,1.6147468085621068,-0.41096069251588274,,,-0.23684446107793167,-0.6591302597225777,-0.4376539594226843,0.6876068137775726,-0.44070904297345065,-0.6396572884236367,
2014-04-12,7.2,1.1032779142702938,-0.5295262957718812,,,0.00996413108228948,-0.906669714377008,,-0.5212294878986641,0.14027192895929097,-0.480886708943882,-0.36258203683803736
2014-04-13,8.0,0.1638226888649875,-0.8637131076840123,,,-0.30158287316348065,-1.0840786336889645,-0.43125909940292,-0.023444121176879627,-0.6144396877412188,-1.1088956406491537,
2014-04-14,7.25,-0.9024541179996739,-0.4038472850897518,,,-0.2614724566420577,-0.3587753215891168,-0.6334749502235285,-0.9308722670764747,-0.1871882622972166,,1.5765962476011468
2014-04-15,6.666666666666667,-0.7055227632405108,0.17718313537930624,,,-0.3785335595953709,0.5376068349578622,-0.6410750470134331,,-0.4689252136615787,,
2014-04-16,6.333333333333333,0.99584709313088,-0.4940980949520692,,,-0.11702799122121092,,,,,,
2014-04-17,6.5,2.102099856837228,-1.27706995136336,,,-0.7523562674655506,-1.7747033596837691,,,,,
2014-04-18,5.666666666666667,,,,,,,,,,,
2014-04-19,5.0,2.3854084914449465,3.3319443987093345,,,-0.2635677827579943,-0.687378522375762,,,,,
2014-04-20,5.0,,,,,,,,,,,
2014-04-21,5.666666666666667,,,,,,,,,,,
2014-04-22,5.5,-1.639597753089055,-1.692605606777721,,,,,,,0.5656439052133825,,
2014-04-23,7.0,-0.9969496972390871,,,,,,,,,,
2014-04-24,9.0,-2.023320457943209,,,,,,,,,,
