date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-04-13,7.4,-0.2960115284309537,1.3555410519318338,0.0,0.0,-0.417391916659975,-1.0270485412466792,0.19914294375734518,0.0,0.15794012603489355,0.5562825266836708,0.0,0.0,0.0,-1.5703483634634794
2014-04-14,6.8,-0.2432780410647559,0.7981289171833863,0.0,0.0,-0.3730641719551514,0.38912660676636673,0.0701632112950148,0.0,-0.11738361776164055,0.2469646827785097,0.0,0.0,0.0,0.48675522390998477
2014-04-15,6.8,-0.046727929819067975,0.6470036338020286,0.0,0.0,-0.24394127841486296,-1.2089962387039819,0.0,0.0,0.03994278156387072,1.1001654972523431,0.0,0.0,0.0,0.0
2014-04-16,6.0,-0.3132039818034886,0.04494321856295451,0.0,0.0,5.536424197224898,-0.9686176584806153,0.0,0.0,-0.1123364195950371,0.12091966593249887,0.0,1.2897651958073821,0.0,0.0
2014-04-17,7.2,-0.32043899358708144,-0.45914471867528267,0.0,0.0,-0.3104915338717072,-0.19647064585907395,0.0,0.0,-0.1757877833958417,-0.7403449426081646,1.3074530110706075,0.0,0.0,0.0
2014-04-18,8.0,-0.5423168654339546,1.4650964252410215,0.0,0.0,0.11068274217793196,0.22731753761422627,0.0,0.0,-0.012475598427000665,-0.2089904956718375,0.0,0.0,0.0,0.0
2014-04-19,8.0,3.026188235674515,-0.5769686468502088,0.0,0.0,2.8257705004174447,0.42751374547974436,0.0,0.0,-0.17300866863286715,-0.6549014204143783,0.0,0.0,0.0,0.0
2014-04-20,6.4,-1.6272598434189924,2.8774628860010747,0.0,0.0,-0.4675003755629127,-0.7647427876790797,-1.0435151679528492,0.0,0.1261951023101336,2.277275871811368,0.0,0.0,-0.8646640012932333,0.0
2014-04-21,7.25,0.38714819008526646,1.081236964636858,0.0,0.0,-0.40873601357633743,0.04673906681633885,1.8222304040878468,0.0,-0.17347898036198608,0.97633860718188,0.0,0.0,-1.304771089677471,0.0
2014-04-22,6.2,0.5968847885370119,-0.828134034921871,0.0,0.0,0.042022503320940215,-0.12012570372804031,0.0,0.0,-0.1189798272665285,-0.9499971308490701,0.0,-1.1831612302477232,0.0,-1.557576425570775
2014-04-23,5.8,0.028906946747008767,-0.4115133730875772,0.0,0.0,-0.35954288047410643,0.2869332096272228,-1.2183801554747489,0.0,0.10289329391288647,-0.11949666188549668,0.0,0.0,0.0,-0.19620734972094125
2014-04-24,6.6,-0.4040019329607745,0.5679717257504504,0.0,0.0,0.5246053519643603,0.6456436902425817,-0.28031800876914814,0.0,-0.212871150643326,-0.9248795656800654,0.0,0.4932282351599795,0.0,0.7607170261932563
2014-04-25,8.0,0.4667423055854569,-0.5737786757590884,0.0,0.0,0.18947472148378147,0.10218611296735093,-0.6547938818145448,0.0,-0.012717880226849786,-0.5785648641321335,2.236156539548057,0.0,0.0,-0.08374334105462804
2014-04-26,7.8,3.2435384515540715,-0.9162594935851833,0.0,0.0,-0.4627206083773298,0.21828969850053523,-0.460532086774388,0.0,-0.2973989950494868,-0.9540075029120568,-0.22748227172695323,0.0,0.0,0.0
2014-04-27,8.0,0.2969681405326471,-1.2301798458637452,0.0,0.0,-0.38768697149474435,1.4836070169624642,-0.7497388257791295,0.0,0.042508118268154774,3.59517894074962,-0.5628896044984882,0.0,0.0,1.7366125847083123
2014-04-28,6.6,1.1863944718135353,0.02118292975615997,0.0,0.0,-0.4531158195774848,0.5724729681020381,-0.3826892639406719,0.0,-0.1728946536682323,-0.23193320029363085,0.0,0.0,0.64168190946519,0.0
2014-04-29,6.2,0.1950697188029606,-0.9517951856652318,0.0,0.0,-0.3199848820941295,-0.32709429280833024,0.0,0.0,0.05921131058716024,-0.9944343334753702,0.0,0.0,0.0,0.9313082902104296
2014-04-30,6.8,-0.5264335987513651,0.34953672238529915,0.0,0.0,-0.39479057183680155,0.880115961570688,-1.0882142466644764,0.0,-0.12569245830940512,-0.0961956329514831,0.0,0.0,0.0,0.0
2014-05-01,7.2,0.44118825810359535,-1.3411640033417347,0.0,0.0,-0.26718316027599487,-0.7492705247282119,0.0,0.0,-0.2746102539930964,2.0959843561722122,0.0,0.0,0.0,0.0
2014-05-02,7.8,0.9335602054964321,-0.9173824116057485,0.0,0.0,-0.43909686480460025,1.569424918739969,0.32646767779135577,0.0,-0.05785355435167037,-0.16486163291871475,-0.9592110837026471,0.5564019426767361,0.0,-0.21816612013295925
2014-05-03,7.4,-1.3450962120208494,-0.1249157186588671,0.0,0.0,-0.2936727512484662,-0.22748761758270095,-0.9781794450164252,0.0,-0.12841456559006223,0.14244512885132046,0.0,0.0,0.0,0.0
2014-05-04,6.5,-1.5669180681704404,1.924360170487046,0.0,0.0,-0.4331844040600934,0.4713864895201389,-0.09239378450228311,0.0,0.02507808054960245,0.48277546065830423,0.0,0.0,0.0,0.0
2014-05-05,0.0,0.05155152781007504,1.0319104207993377,0.0,0.0,-0.3530743339256374,-0.8193298950355645,-0.5706092518634373,0.0,-0.2356990843438096,0.3478436280783623,0.0,0.0,0.0,0.0
2014-05-06,6.8,-0.813531707746834,-0.11709209806551141,0.0,0.0,-0.42075750911579285,-1.9072449046991204,0.9212786316964421,0.0,0.0,-0.3725202870645546,0.0,-0.2575509545888065,0.0,0.0
2014-05-07,6.6,-0.3917739940410346,-1.075666690044388,0.0,0.0,-0.3949173862403063,-1.6279884397809248,0.0,0.0,-0.33153222508704444,0.7236595379142601,0.0,-1.1639126972742297,0.0,0.0
2014-05-08,6.8,-0.13735089592655197,0.5414532388861022,0.0,0.0,0.6658592116965255,-0.7641325820231856,0.7937853853082395,0.0,-0.27137507937158273,-1.5069317011000352,0.0,0.2897506212787657,0.0,-0.36349092723290277
2014-05-09,8.0,0.584820671621118,-0.5067265135148706,0.0,0.0,1.6461310741141446,-0.5699177976949906,1.0769840469696739,0.0,0.14051823224238633,-0.10643236859867598,0.0,-0.40092827643784884,2.3762483000764725,1.9387229001332122
2014-05-10,6.2,-0.3494603329886783,-0.8723469138195076,0.0,0.0,-0.432328475754717,-0.9235268424425658,0.0,0.0,-0.12280645451708568,0.10353227759984106,0.0,0.0,0.0,-0.580448487083616
2014-05-11,6.4,-0.5253767992773564,-0.7604537308390863,0.0,0.0,-0.09651470686170092,0.09440743032139741,-1.253202903975056,0.0,-0.15671878056066332,-0.5438374564151984,-0.9887351520800377,0.0,0.0,-1.2739423077488765
2014-05-12,7.0,-1.627453310462923,0.062315686602588675,0.0,0.0,-0.14720881203609132,0.21959366800792718,0.4404196856170167,0.0,-0.3286818509711733,-1.0445977651790614,0.0,-0.19048210881105127,-0.4068618856440618,0.0
2014-05-13,6.0,0.9696304084642987,-0.9423293479237247,0.0,0.0,-0.06866304709286213,-0.5710609189057584,-0.7045285615461272,0.0,-0.2979120623903436,-0.8782626170060515,0.0,-1.1831779535604718,0.0,0.0
2014-05-14,6.4,-0.09696379529797729,-0.7463709093038917,0.0,0.0,0.1835810334334239,0.9586936302362585,-0.7178815181486782,0.0,-0.30445367098626797,-0.3741972179354971,0.0,0.0,0.0,0.0
2014-05-15,7.4,1.0785342241172726,1.8636299588617864,0.0,0.0,-0.3603818119489948,3.3712280778309016,-0.3552504632063059,0.0,-0.35960841012837585,-1.1743550818518453,0.12139828346425836,0.0,-0.41593625860043765,0.0
2014-05-16,7.4,0.13038453875573217,-0.6141917230638262,0.0,0.0,-0.2289134273577797,-0.334687246669922,-0.8655209342559014,0.0,-0.21790206095783876,-0.16247908866642194,0.0,0.0,-0.3578602716796293,0.0
2014-05-17,7.2,0.14365856003679217,-0.8487534541833252,0.0,0.0,-0.37255827593226243,-0.2641243705368232,0.8963435103250543,0.0,-0.21425358208952355,0.7066684529162001,-0.3807164562887718,0.0,0.0,0.0
2014-05-18,7.4,-0.110224580732879,0.6628462198528713,0.0,0.0,-0.33857380260454506,0.7147201515443914,-0.19107518396288636,0.0,-0.1445191793447345,-0.4199846391947462,0.0,2.4561242817933318,0.5386877764103234,0.0
2014-05-19,7.6,0.07263254167222044,0.24152571298535694,0.0,0.0,-0.4326388754399754,0.04962532311593667,0.5882511493234307,0.0,-0.11927911654869504,-0.21932910973792152,0.0,0.0,0.0,0.0
2014-05-20,7.0,0.4708599356430443,1.9011588854197747,0.0,0.0,-0.35323514501545533,0.7548062828654796,-0.5314654323813399,0.0,-0.2057737190948068,0.42161592769798617,1.2668435801155251,-0.34775650355407567,0.0,0.0
2014-05-21,6.6,-0.0982603380685665,-1.0439493252125724,0.0,0.0,-0.4351568049965796,-0.7517350749505207,-0.14063727111073815,0.0,-0.18415363142592356,1.5876602341453936,0.0,0.0,0.0,-0.8224057549398475
2014-05-22,6.2,0.509067301241785,-0.5739393236091737,0.0,0.0,-0.2885426443575645,-0.6651007434457502,0.16624349547834436,0.0,-0.3432615145738545,-0.5206727168684719,0.0,0.0,-0.3669346446360051,-0.8171774762703193
2014-05-23,7.6,0.44604458745907,-1.2184750696067361,0.0,0.0,-0.21223466123872306,-0.1689502872834863,0.0,0.0,-0.25961728614361396,1.350184746884559,-1.24371430500829,0.0,0.0,0.0
2014-05-24,8.0,1.0267524983841374,-0.3903865654259182,0.0,0.0,-0.31979596017424883,-0.138655465901078,0.13085307686866474,0.0,6.630002986834577,-1.602782815449432,-0.8199798785453165,0.0,-0.8106714822027944,0.0
2014-05-25,7.2,0.3877653912904581,-0.14714823803600563,0.0,0.0,-0.11373158794458253,-0.26386355717014054,2.020304908817818,0.0,-0.30992163866521416,-0.27077904065039254,0.1912313236113162,0.0,0.0,0.0
2014-05-26,5.8,-0.7276333989501883,-0.28205581299036303,0.0,0.0,-0.36985553323964426,-0.36009259601820026,3.5762971512957815,0.0,0.012251397028181907,-0.14339314665032293,0.0,0.0,0.0,0.9299041239391845
2014-05-27,5.4,-1.3383037249078824,1.124902295452915,0.0,0.0,0.055893873866005944,2.9645278025212867,-0.5696874233873219,0.0,-0.30312824702238794,-0.7797355787155132,0.0,-0.35830055224198853,0.9710816477816416,0.42707815738208516
2014-05-28,7.4,-1.306814135537829,0.9630818983083165,0.0,0.0,0.49540650479094145,0.7064813386347724,-0.18015146810556026,0.0,0.06695007631175039,-0.09659752843181409,0.05964601404073951,0.0,0.0,0.2724082467418797
2014-05-29,6.4,-1.919457890028069,-1.0541671392537324,0.0,0.0,-0.5046647089282392,-1.4345759946132643,0.0,0.0,-0.5269895041476229,0.0,0.0,0.0,0.0,0.0
