date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-21,5.8,2.3760312881621966,1.130458253630494,0.0,0.0,-0.3985643076962053,0.12963508750573954,-0.6803280692224444,1.7043162036872626,0.0,0.0,0.8484675315837307,-0.033403763599639945,1.5166152019555224,0.0,0.0
2014-03-22,6.0,0.7989025085573991,1.4905904305293276,0.0,0.0,-0.36097997750387206,0.15393628105494997,-0.3664407853420086,-0.028703389397573897,0.0,0.0,0.15981981366967843,-0.2199984164498245,0.0,0.0,0.0
2014-03-23,6.5,-0.22667252272300908,0.7164000852532408,0.0,0.0,-0.3523201087180291,0.13460001396175988,-0.6476651407111086,0.9820322964072313,0.0,0.0,-0.03716919945289921,-0.18792623159699443,0.0,0.0,0.0
2014-03-24,5.75,0.7563277316356684,1.5269654729883344,0.0,0.0,-0.37987832430952495,0.227211285596507,-0.14591718635473103,-0.07956796102183983,0.0,0.0,0.2859675372982764,-0.14949762947655515,0.41021116654433476,0.0,0.0
2014-03-25,7.0,0.683591774976431,2.192806839026416,0.0,0.0,-0.37129440342098285,0.04223536031627483,0.0,0.8499701348317326,0.0,0.0,0.5236528819728179,0.023126845446803213,0.4549167492983784,0.0,0.0
2014-03-26,6.6,2.185585102098884,0.9228521107495036,0.0,0.0,-0.39773013488595,-0.024490678304647084,-0.14476336235865006,-1.2787905049423511,0.0,0.0,0.1701926273766917,-0.1574038419788061,-0.8500797403644658,0.0,0.0
2014-03-27,6.2,1.0834214787572025,1.9622522055494014,0.0,0.0,-0.40925241206983803,0.3520465299023844,2.5050835752564025,-0.6693985772861327,0.0,0.0,-0.19333646790534675,0.0879360817059211,-1.6866690103669721,0.0,0.0
2014-03-28,8.0,0.5090125471904728,1.6012681384320506,0.0,0.0,-0.3349849370310269,0.2604469352492896,0.255053765691348,0.8178434272186061,0.0,0.0,0.22209692133112352,0.18425754730151156,0.0,0.0,0.0
2014-03-29,6.5,2.845043566742542,-0.07403022565535006,0.0,0.0,-0.36287395255409405,-0.14593085419618135,-0.7750227969588076,-1.0805470804885628,0.0,0.0,-0.2726792648574961,2.9295209881173325,0.0,0.0,0.0
2014-03-30,6.75,-0.7842823961775981,1.0367937833741019,0.0,0.0,1.5741886095898667,-0.26156856879702234,0.0,0.0,0.0,0.0,-0.3042602405513549,0.0,0.0,0.0,0.0
2014-03-31,6.2,-0.13680137719894722,0.7961064340148155,0.0,0.0,-0.2772598154328546,0.08994178215775266,0.0,0.0,0.0,0.0,-0.2794445440960493,0.0,0.0,0.0,0.0
