date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-14,6.2,0.0,0.034220770576056395,0.0,0.0,-0.5056810729946116,-0.0006820879478590819,-0.6468516503560291,0.0,0.7814664908265754,-0.2815285288208204,0.0,0.0,-0.2670366564407375
2014-03-15,6.333333333333333,0.0,0.7069481588278616,0.0,0.0,0.2882106542017521,1.0980470278173384,0.8092098338273825,0.0,-0.12701100453748337,5.115615706348028,0.0,-0.2958463340239825,-0.23662623341482714
2014-03-16,6.0,0.0,0.14126828230120309,0.0,0.0,-0.3284924959580525,0.5786348893033088,-0.08281743004632089,0.0,0.02861640807759632,0.0,0.0,0.15024575961946024,-0.08564401196247184
2014-03-17,7.5,-0.09007902864663664,-0.06994468854980931,0.0,0.0,0.6737629984085212,-0.9591783245035984,-0.10564196915838477,0.0,-0.46232443088202013,0.0,0.0,-1.048263969170253,-0.38875663344758793
2014-03-18,6.75,1.0716351726817201,1.1875062890297299,0.0,0.0,-0.5994316428552248,1.349114443605699,0.09273679978136745,0.0,-0.3356197903708193,0.0,0.0,-0.8725813505651405,-0.3575666232605501
2014-03-19,7.2,1.4134914024475613,0.34889336849689273,0.0,0.0,-0.4358280359340612,0.3017320608477988,0.023084324172004185,0.0,-0.19998105442597805,0.0,0.0,-0.8365626691322876,-0.34560860429530427
2014-03-20,7.25,1.1453324319929779,0.38917016324741915,0.0,0.0,-0.6233931539733649,1.2452285160938446,-0.028826478769435754,0.0,-0.30668870154918804,0.0,0.0,0.0,0.0
2014-03-21,3.75,-0.6592363012093986,-1.0332059387643115,0.0,0.0,-0.4245429790451852,-0.9400570063468704,-0.590651295331766,0.0,-0.35068081177271254,0.0,0.0,0.0,0.0
2014-03-22,4.4,-1.044564465998551,-0.9460737323278581,0.0,0.0,-0.854688822002381,-0.6080690105338681,0.33387272284258923,0.0,-0.3519346703836866,0.0,0.0,0.0,-0.3655321121621132
2014-03-23,3.75,-0.011181550592586983,0.7972420851384715,0.0,0.0,0.24745818479342754,0.3581130640368429,0.3538075337901665,0.0,-0.32938918265458544,0.0,0.0,0.0,0.0
2014-03-24,5.333333333333333,-1.330769926609882,3.5292687505824136,0.0,0.0,5.360643554763109,2.4176645767275136,1.86579018470549,0.0,0.11653243143907502,0.0,0.0,1.2573454125660273,5.372399011027264
2014-03-25,5.5,-0.510620768586349,1.352510000622506,0.0,0.0,0.05324091289179362,1.374580881120138,1.9256560385588724,0.0,0.22883029901157778,0.0,0.0,0.07714087006683013,2.127204592276085
2014-03-26,5.8,-0.6450569957927438,1.7313018501055324,0.0,0.0,0.07716049542308236,2.724655750189585,0.14129056374313867,0.0,-0.31930100402082573,0.0,0.0,-0.452342022396782,0.0
2014-03-27,6.2,0.0317118686714425,1.9720915461447557,0.0,0.0,-0.023962082346838588,2.0120126627200734,0.26093141284528976,0.0,-0.11371867177761769,0.0,0.0,-0.08468459010995101,-0.12650873143781277
2014-03-28,6.4,-1.0475644608944092,0.39870721032303064,0.0,0.0,-0.22418624807724633,0.10524385611809466,5.431037371723305,0.0,-0.24437153542984652,0.20569924401624318,0.0,0.0,0.027262389691379695
2014-03-29,6.2,0.5406362212547514,-1.2006157335080931,0.0,0.0,-0.3507383163529282,-1.3094414045319984,-0.4711629203277384,0.0,-0.32891512974269393,0.0,0.0,-0.4160647346928719,0.28164918267053785
2014-03-30,6.8,0.03330289435705205,-0.311022601951148,0.0,0.0,-0.655666868203278,-0.448289435377839,-0.5093550668303485,0.0,0.1321479006911336,0.0,0.0,-0.8443746473683849,0.6102500638922693
2014-03-31,7.0,-0.03766111151703325,-1.5470328318167943,0.0,0.0,-0.7121137978358137,-1.5686510382835874,1.502448091255997,0.0,-0.37062762763026347,0.0,0.0,0.045926058725136325,1.9630523338034376
2014-04-01,7.0,0.2751749173591979,-0.34774784994892266,0.0,0.0,-0.6644123754235541,0.5851713975933613,0.25299090357430115,0.0,-0.32816246678609445,-0.34760384899697694,0.0,-0.7893763344900986,-0.26652128082794174
2014-04-02,7.2,0.17102358479547844,-0.7392531413091472,0.0,0.0,-0.4026734494072926,-0.894788035803382,0.0057005513175296795,0.0,-0.36806003004049737,-0.34296717920989667,0.0,0.22962340288285493,-0.4431515936942983
2014-04-03,7.0,-0.9761960203322118,0.20292189659657778,0.0,0.0,1.490752676479127,-0.2635662161407057,-0.33973890110979976,0.0,-0.38889113981471213,0.14056997842116112,0.0,0.0,0.0
2014-04-04,7.5,-0.9044621892326119,0.7033823262483598,0.0,0.0,0.8864714044388127,0.29777245058672847,-0.5797859337466205,0.0,0.4589816016152408,-0.27447652848714454,0.0,-0.3707072635995998,-0.2003705376159434
2014-04-05,6.8,-0.2347579786776433,-1.279882130536377,0.0,0.0,-0.5231301571120669,-1.5349105840843864,-0.7247261574319291,0.0,0.18821666784116706,0.0,0.0,-0.05664587754687415,0.0
2014-04-06,6.75,0.8214078537307593,-0.2730017801013859,0.0,0.0,-0.6021524925503774,0.21877463803964148,0.31765431634054797,0.0,-0.4653901578615347,-0.7352842172127321,0.0,0.0,-0.35520633342878477
2014-04-07,6.75,0.0341350406048664,-0.5384908708065517,0.0,0.0,-0.05733784514136401,-0.694577348368948,-0.6202095166076297,0.0,-0.4209308329162708,0.0,0.0,1.0727377743341875,-0.3888375278475711
2014-04-08,7.0,0.489244408418104,-1.3508521986792132,0.0,0.0,-0.6396966115833255,-1.014708880417884,0.5812991772064162,0.0,0.8421636791379873,0.0,0.0,-1.0488597980187688,0.0
2014-04-09,7.2,2.2886109924280853,0.02981580980974964,0.0,0.0,-0.5724467406635714,1.6263295817381622,-0.264346710465737,0.0,-0.33959731394823667,-0.7255692312946111,0.0,0.21861711998665875,-0.4837423160084061
2014-04-10,7.0,-1.113192587047109,0.16090932433416283,0.0,0.0,0.5366470872515089,-0.034361852148137334,0.9709748176407499,0.0,6.299853138691796,0.32512592572199633,0.0,0.0,-0.4830768943311256
2014-04-11,7.0,0.9054482982287942,0.22376545650912916,0.0,0.0,0.055175231246498604,1.1314047348015923,-0.5334028705525518,0.0,-0.45052441583579206,-0.5785922887822404,0.0,0.0,-0.4436604455651598
2014-04-12,7.5,-0.03188548713200504,0.923962100705611,0.0,0.0,0.1470189312580309,0.6125325745339417,-0.344174696016974,0.0,-0.1404319691985873,-0.45624693745524925,0.0,0.006758587335890397,-0.26476965611862996
2014-04-13,6.4,1.4773246565756966,-0.9508812635774876,0.0,0.0,-0.5618816628370176,0.6346078329459208,-0.3227506668760122,0.0,-0.34652194109845635,0.9279213719695597,0.0,0.0,0.0
2014-04-14,7.0,0.2882310654468841,-1.162361573946967,0.0,0.0,-0.48599858500102117,-1.134275958389592,-0.7433214862714795,0.0,-0.09090314274331089,-0.43550072381261534,0.0,4.89326682962414,0.3258671055000177
2014-04-15,7.2,-0.6649005111870407,1.3151820410202402,0.0,0.0,1.516075206740552,0.08129852429677574,-0.052041779283163864,0.0,2.5909389305927855,-0.14513490692029976,0.0,-0.13368654765997862,-0.42127096324725266
2014-04-16,6.6,0.8851088930186035,-1.4661651506601425,0.0,0.0,-0.663851535215007,-0.18184303245282143,-0.7492140890101029,0.0,-0.24147454541273222,-0.5021239383533287,0.0,0.0,-0.3383150608129558
2014-04-17,7.5,0.8794131251610678,-0.03130739045973338,0.0,0.0,-0.3807351770413394,0.14256390380981518,-0.6607382490318827,0.0,-0.22754681541657693,0.24109469006501588,0.0,-0.7265536302747045,-0.32494921833832635
2014-04-18,7.2,1.1805348827288349,0.03928470770309317,0.0,0.0,0.26276765209222125,0.70626957986798,-0.19655599049035644,0.0,0.28759807481011057,-0.02613774067661984,0.0,-0.16162099017456524,-0.522415058193882
2014-04-19,7.2,0.20521460870575645,-0.7562798919098964,0.0,0.0,-0.781709894565346,-1.094749820296581,-0.7761127998269473,0.0,-0.488701537218313,-0.18664358990361674,0.0,0.08942156466679654,-0.3613634410662092
2014-04-20,7.2,-0.5413812584676968,0.7183901207615776,0.0,0.0,0.25611195002103276,-0.534733431125267,-0.15153620798040246,0.0,-0.40048131767456996,-0.1824054994573954,0.0,0.26888190367951303,-0.21068457361379056
2014-04-21,7.2,0.8161180156102789,0.6738506253159784,0.0,0.0,-0.14195018425284475,-0.14654876717557808,-0.6152948797256073,0.0,-0.36168992828559704,-0.279053562559801,0.0,1.52368090785263,-0.11489076252088298
2014-04-22,7.2,-0.3072382273083311,-0.20733638050966996,0.0,0.0,0.21416553429822438,-0.9713528816923449,-0.4767100927386848,0.0,-0.28724975992238877,-0.1604191395911903,0.0,-0.012626538742560449,-0.4820200481377979
2014-04-23,7.2,0.49150356212614144,-0.330363464171557,0.0,0.0,-0.4096014150294652,-0.47368550616419647,1.4234788350018688,0.0,-0.43815937578041075,-0.3362505046319958,0.0,-0.2622664131697078,0.0
2014-04-24,7.2,-0.9307350937623352,0.19870960075096808,0.0,0.0,-0.06849798320331342,0.004545646042269649,-0.7480125661511259,0.0,-0.4321570817681915,-0.3177513935379741,0.0,-0.874792655845198,-0.24806561489631027
2014-04-25,7.8,-0.47766625655553857,-0.5156353011945658,0.0,0.0,2.4672477417193286,-0.824602246224702,-0.33665583927507886,0.0,-0.3442248210053865,-0.35156075350906,0.0,-0.3895904547987188,-0.29584876269278776
2014-04-26,7.4,3.6078003492878485,-0.9920081308024478,0.0,0.0,-0.49802397421706235,-1.0294886592089234,-0.27924258266736646,0.0,-0.16687173901347532,-0.521002227718013,0.0,-0.8246791937646653,-0.2864105390495966
2014-04-27,7.0,-0.878144563406228,-0.8841772248939396,0.0,0.0,-0.5914841468442633,-0.1545248518922895,-0.584946839803959,0.0,0.19580322669684946,-0.5217429850415566,0.0,0.0,-0.25559075121732017
2014-04-28,6.8,-1.272638209477758,-0.0413074510332196,0.0,0.0,-0.3957364815225469,-0.41251579745142597,0.140797898207735,0.0,-0.3390307535450369,0.03687869538841772,0.0,0.21630000779798583,-0.5231196223227672
2014-04-29,7.0,-1.167478015578508,-0.43072976522932876,0.0,0.0,0.0,-0.2802281609854538,-0.09782394703231147,0.0,-0.3174727122349054,1.4642087442502543,0.0,-0.134622495476189,-0.4427993116298557
2014-04-30,6.8,0.4182409740988593,-0.43836552685299507,0.0,0.0,-0.47854882189203957,-0.5331474766237639,-0.660074164721775,0.0,0.003979517855496076,-0.191300273273409,0.0,0.7950914614065913,-0.2468521988965636
2014-05-01,7.0,-0.7752627224867338,-0.06155153074663119,0.0,0.0,-0.12489375105320401,-0.22668868202628858,-0.7554486716671199,0.0,-0.2454177785231086,0.6380463417732561,0.0,0.0,0.0
2014-05-02,6.75,-1.3093256933769766,1.9482973546006042,0.0,0.0,1.0185174580509038,0.806936906882583,-0.5221675670038658,0.0,0.537571812136937,-0.08630039145061191,0.0,-0.37548098758830456,-0.22770175444894808
2014-05-03,7.0,-0.4876662108457462,0.040164354150587576,0.0,0.0,-0.0728320833979577,0.141334450040327,-0.6995582088062134,0.0,-0.49051403811203015,-0.4775050537527054,0.0,0.29786945003984977,-0.2857206533400632
2014-05-04,6.333333333333333,-0.5673383039687228,-0.17206449570965748,0.0,0.0,-0.6951067905449447,-0.13444222827828353,-0.5992468582361351,0.0,-0.36279993288162815,-0.6320592535040586,0.0,-0.13067761197497313,0.3829498474235862
2014-05-05,0.0,-1.4536412810399746,-1.6901061539046263,0.0,0.0,0.0,-2.15046122528279,-0.5636162931839,0.0,-0.3689310172087573,0.0,0.0,0.0,0.0
