date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-03-12,8.0,,,,,,,,,,,,,,,
2014-03-13,7.4,,-0.4506927074290704,,,-0.45892741859942504,0.5305637282320592,,,,,,,,,
2014-03-14,6.4,,-0.3086408599179834,,,-0.7925455565268136,-1.3167751681871116,,,,4.225877900733406,,,,,
2014-03-15,6.6,,-0.3782528678076263,,,-0.4238580907330376,-0.05639768895340835,-0.3211908186013816,-1.1096772715002725,,0.034427028559003606,0.060486346712197374,,,,
2014-03-16,7.2,,-0.38782874710577664,,,0.5575567489508227,-0.9022912276315741,,-0.4423975712635001,,0.6271463362003828,,,,,
2014-03-17,6.6,0.5060752548080895,-0.10386253126528822,,,-0.6628920668567465,1.0144230438836894,,,,1.1457482115379618,3.441472410667895,,,,
2014-03-18,6.4,-0.3036932601748687,-0.4125991979538825,,,-0.38156593196203564,0.35891953963674,-0.44477878427873685,-0.2600430731546787,,0.26096219046180624,,,,,
2014-03-19,5.666666666666667,-0.8519776360129794,-0.5375637684742708,,,-0.13299038144688918,,-0.6628397516878454,,,0.26844731728852683,,,,,
2014-03-20,6.8,-0.4946648932746383,-0.4103580565014557,,,1.224234987321555,-0.9766347539706713,-0.6768211358021077,,,0.035307631715088265,-0.28351959846003427,,,,
2014-03-21,6.5,-0.13258890219583205,-0.4323281180985924,,,-0.13072271101358604,-0.8749383456410939,-0.7494552719239324,,,,0.2843942048637675,,,,
2014-03-22,7.0,-0.6885169488741885,0.8288491111795055,,,0.17659352867581415,0.6599717419721136,-0.4557334524267311,,,0.045874869588105306,-0.6848530211206645,,,,
2014-03-23,6.4,-0.880584768666849,-0.14522620457389462,,,0.16419585114417248,0.10629067581361647,-0.35920270666203186,-0.8070461451822333,,0.37279879128457005,0.3084535331683455,,,,
2014-03-24,6.0,-0.481185185845514,-0.40351341453054196,,,-0.19780141493942832,-0.3354990214624821,,-1.4131422255432629,,0.12072613785530927,0.6762380916592454,,,,
2014-03-25,5.6,-0.37703206148540697,-0.34245785630002895,,,-0.3010461871825965,0.18581229343938946,-0.42817941417735356,,,0.14571325240921415,-0.3399843908697825,,,,
