date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-05,6.333333333333333,,,,,,,,,,,,,
2014-03-06,7.2,,,,,,,,,,,,,
2014-03-07,7.4,,,,,,,,,,,,,
2014-03-08,7.0,,,,,,,,,,,,,
2014-03-09,7.2,,,,,,,,,,,,,
2014-03-10,6.8,,,,,,,,,,,,,
2014-03-11,6.6,,,,,,,,,,,,,
2014-03-12,7.0,,,,,,,,,,,,,
2014-03-13,6.6,,-0.2142169304610739,,,-0.12746341446226503,0.024514065206990322,,,-0.038072903590323746,-0.24498550136257652,,,-0.01121532557864937
2014-03-14,7.4,,0.2564427339450521,,,-0.061405844313741506,-0.5167043193542509,,,-0.19932336776439225,-0.35559763227702984,0.13581093489453555,-0.39232417275938586,-0.3891841965600036
2014-03-15,6.4,,0.013763173238746281,,,-0.2147929632050667,-0.499837577630078,-0.3725040181345664,-0.8705901678368797,-0.1673334666838019,-0.2817328574099549,,,
2014-03-16,7.0,,2.5167999332496866,,,0.034334995828395276,0.6169569519808636,,,-0.21226727201335432,-0.14180021584377825,,,-0.1267041628670235
2014-03-17,5.4,-0.8294331738195865,-0.33751273947583804,,,-0.2443235279792953,2.039599320258925,,,-0.20779082609261304,6.3254180861185345,,,
2014-03-18,6.4,-0.5669447648314403,-0.07827458001561834,,,-0.2568796920280619,-0.3303978021973177,-0.3250965895191858,,-0.21501198394544727,-0.4814436834877353,,,
2014-03-19,7.0,-0.371035687363493,-0.20549912672454684,,,-0.2349600623391862,-0.4083869185025461,-0.5458167258506343,,-0.2030346736555286,0.200114136845697,,,-0.24682919640269224
2014-03-20,6.4,-0.11238462872069849,-0.6193173346023505,,,6.286740935345791,-0.4316493683532482,,,-0.21264668343756404,-0.028321695848445468,,,
2014-03-21,6.6,-0.8677662394229277,-0.44447304132654264,,,-0.0778346401672507,-0.049957592909624184,,,-0.19242774589209505,-0.4646385234069808,,,0.16967557928373775
