date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-04-01,6.666666666666667,-0.033762249465966905,0.15316577582715668,,,-0.07822600000897761,2.979998024376491,,,,3.2290762057592617,-0.5827566362825299,,,-0.7424992892771359
2014-04-02,6.6,0.5787849165146747,1.6540885622627357,,,-0.16623002530508088,-0.17811733400636592,-0.30792513903639784,-0.9669157155430621,,-0.781962873871676,-0.24656355983418607,,,-0.39422498933034367
2014-04-03,6.8,-0.01242760348481759,2.920599074359931,,,-0.28327609852756186,-0.4657070905739787,-0.42026160342660934,-0.7522729196977955,,1.8749107261747218,-0.6026507172277583,,,-0.7425070443885823
2014-04-04,7.4,-0.2702635992776091,0.07162961650837889,,,-0.0855863381003629,-1.2861188616253298,-0.5380690999692548,,,-0.692300859846409,4.026001437484789,,,-0.13121426218109758
2014-04-05,6.6,0.2563622546786068,1.9509514218295458,,,-0.11294913031022533,0.5966455663256481,-0.29547305438891025,-1.5593591978912842,3.337948109817104,-0.1987918585016675,,-1.1721115033783818,,-0.5430765984327225
2014-04-06,6.6,-0.1903782925244447,2.3323041325459006,,,-0.03268302941575298,-0.00867039958793891,-0.1233472310867441,-0.3757984313045478,,-0.16821326895512448,-0.510278200678055,,,-0.7212321886539329
2014-04-07,7.0,-0.3626998460155385,1.0115843342458262,,,-0.05270133967468648,0.3950001090178005,-0.2659077281198175,0.05685001987845812,,-0.5300871655674216,0.1657620374381686,,,
2014-04-08,7.0,-0.35982307834884086,-0.733431771841732,,,-0.15571949713406716,-0.5906870836971401,-0.3162862346353204,1.3922841521358182,-0.1494786963856377,-0.3411935873609695,0.06028088189635804,,,-0.31994653189663613
2014-04-09,7.2,0.5431859001990044,-0.763930612308431,,,-0.2685139892845386,-0.039282536270804407,-0.3722022233660642,-0.37236452548476906,-0.6434047037109896,-0.6015812628227271,-0.20369183263347004,,,-0.4382197365658233
2014-04-10,7.8,0.40663568557285407,0.2518106655932979,,,-0.09232422460977664,1.3839592714370792,-0.46339594020389074,,0.30939895176180127,-0.4112885275697561,-0.07811798752654453,,,-0.046295237906384665
2014-04-11,7.0,0.9296529511084768,-0.3034900068563599,,,0.040494851808120826,0.6363661288413242,-0.4187056677370306,0.8472798813369281,1.4477869857475354,-0.7164448638386394,-0.0064022560303923625,,,1.5165543349132788
2014-04-12,6.8,0.31998692625164504,2.196408401357022,,,-0.23713306952769542,0.6060086940959946,,-0.12796515955293786,-0.24690744918727558,-0.6939360785387374,-0.3005474980775194,,,
