date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-03,7.0,,,,,,,,,,,,,,,
2014-03-04,8.0,,,,,,,,,,,,,,,
2014-03-05,7.25,,,,,,,,,,,,,,,
2014-03-06,7.5,,,,,,,,,,,,,,,
2014-03-07,7.6,,,,,,,,,,,,,,,
2014-03-08,7.2,,,,,,,,,,,,,,,
2014-03-09,7.333333333333333,,,,,,,,,,,,,,,
2014-03-10,6.2,,,,,,,,,,,,,,,
2014-03-11,6.4,,,,,,,,,,,,,,,
2014-03-12,7.25,,,,,,,,,,,,,,,
2014-03-13,8.0,,,,,,,,,,,,,,,
2014-03-20,7.4,-0.9654783201874666,0.6778664386165528,,,-0.3558881130894526,-0.3506999554139092,0.5162305941925284,,,,1.0761608093977957,0.36369202049004096,,,
2014-03-21,7.4,0.28650298407853103,0.4124595128676354,,,5.07396915093754,3.7444085932781164,0.1561686858167041,,,-0.8216188748115553,-0.42255674928813475,0.4801848451127144,,,
2014-03-22,7.4,1.2366043101839734,-0.08813360878500562,,,0.018429399679637633,2.855630201332452,0.7148431632702658,,,,1.2626446333058763,0.11877888871942296,-0.3003650180935149,,0.4722784587446879
2014-03-23,7.0,-0.8575938165846999,0.3705834142807202,,,0.021336074081747754,1.0307272969452217,-0.5006838460705126,,,,-0.6479869373895603,-0.09949903606845117,-0.31522928783734044,,
2014-03-24,7.5,0.8041581590732181,0.51906064998202,,,-0.2710861618090984,-0.6460422944955332,-0.6936328105925913,,,,-0.6252089071563769,0.36802830114816565,-0.23173963217973387,,0.1059628652165368
2014-03-25,7.2,-0.7103183894722819,-0.13181598908616649,,,-0.3555960671826391,-0.1304933249481746,0.011858007068429674,,,1.9623848685689003,-0.6776119350440278,0.05890525387039844,,,-0.9780363042887854
2014-03-26,7.2,-0.9090581107015256,0.2578836482592254,,,-0.3352464501219301,-0.4586397207080192,0.022022662259585858,,,,0.6832887485885163,-0.7066221085283251,,,0.9762250733827647
2014-03-27,7.2,-0.46692620798495404,0.34022202792746764,,,-0.3170587701254958,2.4705797161261813,-0.22848479880629102,,,,-0.421426886677362,-0.800818824543818,-0.2294198505717115,,
2014-03-28,6.8,1.2674043480192672,0.5276038561682161,,,-0.3400564322326074,0.6291694739433862,-0.13760444545870165,,,-0.6040342245599492,1.4403296521325621,-0.5735417463034347,-0.31376324112247134,,
2014-03-29,8.0,1.0467354131485018,-0.55857602351359,,,-0.3470303728554514,-0.6940096662253668,0.7312232873154482,-0.9999999999999997,,,-0.4227375273058586,-0.4341392543038303,-0.3171965825461765,,
2014-03-30,7.25,-1.5607617137598342,-0.7306895391535334,,,-0.2857259903470217,-0.7765470720359051,,,,,-0.5307580422088095,1.7544717075039484,-0.1787927839586419,,
2014-03-31,7.4,-0.478664864191287,0.6484393555841789,,,-0.33217571378307054,-0.38486817091137543,0.06356306171372136,,,,2.935093633232962,2.348212974511372,1.165432014388955,,1.5600442676466086
2014-04-01,7.5,0.2432302068038318,-0.504327330054894,,,-0.2936762057614867,0.4636767919240863,-0.3248169995922836,,,-0.2754281482208988,3.382743047501959,-0.13671247420651264,-0.25939377134383845,,-1.010687120531932
2014-04-02,7.2,-0.11721061338011649,0.2550915291550419,,,-0.26101678338060064,-0.8002026321224583,-0.4489332778768364,,,-0.33068812970397565,0.9169380594818645,-0.030714323101085194,-0.30913640422453753,,-0.1531819252694469
2014-04-03,7.0,-0.0209565227852535,0.3685450652200777,,,-0.21069596805533233,0.027484159846340138,-0.4830112968287422,,,-0.5383504787222025,1.1237506225635532,-0.25330809605269367,-0.32362946292972167,,0.8229327621501407
2014-04-04,7.0,0.3118438581255546,-0.11188561209265645,,,-0.35713628559322425,-0.785670557117393,0.08558425140330898,,,-0.687378121598109,-0.44018260601619336,-0.4674455112511174,,,
2014-04-05,7.25,0.8830674509788424,-0.1888083804336125,,,-0.3526959201363999,0.24564891903560176,0.1221094087362704,,,,-0.7431278255744211,-0.4631883516399392,-0.3522330508133718,,
2014-04-06,7.0,-1.4801111447057111,1.4067392496313036,,,-0.3465094167934769,-0.4616753809186759,0.9015402140803711,,,,-0.17231226744833308,-0.038114483648329485,,,
2014-04-07,7.0,-0.9622896349823647,3.9535607979318743,,,-0.3523939529690148,-0.32124188882163107,0.8108018847334472,,,,-0.5695970694541309,1.4514549943601869,,,
2014-04-08,7.0,-1.2002924032210256,0.47525369504788456,,,-0.1553056290661637,-0.31670218601899686,0.035698020166159423,,,2.309479440116596,-0.5332343244307536,-0.7765407461924888,-0.279049687644671,,0.34417307042458223
2014-04-09,6.75,0.0653811594957699,-0.6795084256365496,,,-0.30509143657952875,-0.8655334611646356,-0.667913146144937,,,-0.3475236704768746,0.2842212744634995,0.0926555830112103,-0.3461777648471954,,-1.0853260538382148
2014-04-10,7.2,-0.393265656196032,0.3090028955675295,,,-0.31400542739177906,-0.2133877198415379,-0.26819719472745684,,,-0.3773169371869628,1.188327920082283,0.8861438056951465,-0.30020916781823964,,
2014-04-11,7.2,0.6972964595214931,-1.3601764818710442,,,-0.33663844364613693,-0.9949759165082437,5.522537911607722,,,,-0.5509091418719457,-1.3287424173561406,-0.34658440017244285,,0.7126693499191861
2014-04-12,7.2,0.508917474836729,-1.2817712090162847,,,-0.32297624804218183,-0.8202046622819169,0.2389229609402332,,,,-0.5584566241119092,-1.4588696661544274,,,
2014-04-13,7.0,-0.4588635459441702,0.2834526757196908,,,-0.3322050389015488,-0.4428468191877956,-0.02950378671782242,,,,-0.19961225893041007,0.38726478145996457,-0.20509182155904485,,0.8330432152673265
2014-04-14,7.0,-0.5462527764729355,-1.3985416647768076,,,-0.3417514670718818,-0.9176945480219033,,,,0.6698248835043781,-0.6449266238038095,-1.3773882881460446,-0.3576752795972048,,
2014-04-15,7.2,-0.2811428764093336,-0.37882304771096725,,,-0.2543254687523711,0.4622604551680202,-0.53775663160749,,,-0.8567911151913822,2.744594539603322,-0.1481316372657024,-0.23761744241265692,,
2014-04-16,7.0,-0.2945777465887817,-0.7904358152131874,,,-0.32470936860122696,-0.5601432434639277,-0.7216226525629105,,,-0.6307765859615472,-0.3877795781285425,-0.6042416921933133,-0.3122325493063498,,0.10622058264893534
2014-04-17,7.0,0.21950944339387823,-0.6033568208901549,,,-0.324052965907396,-0.7553462504681373,-0.3793056295831523,,,,-0.45462225018187213,-0.054374530991502606,,,-1.38047198718853
2014-04-18,7.0,1.2747875685203727,0.09601909827881974,,,-0.270572764826472,-0.2562616931187987,0.3369975276488038,,,,-0.5056750922496493,-1.4089747032682283,,,-0.9678069046643387
2014-04-19,7.2,0.6529574567146251,-1.1812947479076203,,,-0.35135521202242365,-0.9498247860052803,,,,,-0.45810222702305287,-1.0584006394714678,,,
2014-04-20,7.4,0.12030069334408021,-0.18628511918716165,,,-0.35188150617841624,-0.5580801932628988,0.10096046302877533,,,1.8226379248353741,-0.47010136794946183,-0.10737649681032974,-0.16120915902869473,,
2014-04-21,6.6,-0.13385624921252934,-1.0593783355135777,,,-0.35508108385961135,0.12845928689350006,-0.04576071917425361,,,,-0.2811619759673014,-0.831449832470171,-0.30809625285542397,,-1.2067704377517043
2014-04-22,7.25,-1.0634774874441413,0.5418856535900727,,,-0.3404696212643308,0.9303118579322803,-0.23282293090407094,,,,-0.3927283763637281,-0.31926532534162155,-0.3117029598216234,,
2014-04-23,7.2,-0.6900541928197643,0.35619750315731236,,,-0.3235295001812789,-0.24035564253828742,0.2030984616199864,,,-0.5932299886797447,-0.40879502268892,-0.5733251358191765,-0.28143665691104014,,
2014-04-24,7.2,-0.354811687216654,-0.11647816914105916,,,1.5103375492857345,-0.6563309597944113,-0.4896984441036755,,1.0,,-0.5270916380368511,0.17374550062782448,-0.31149882912064586,,
