date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-04-08,7.2,-1.0434812284063992,-0.3641754518806172,0.0,0.0,-0.44541636539141766,-0.40089863470203463,0.0,0.0,-0.74935455311644,0.0,0.0,0.0,1.0
2014-04-09,6.75,0.38628198361199484,-0.02726462638151473,0.0,0.0,-0.5569618470783366,0.04995213647652214,0.0,0.0,-0.08528802279147436,0.0,0.0,0.0,0.0
2014-04-10,6.8,-0.456623385302095,-0.454425682803494,0.0,0.0,3.2970661396341545,-0.5397110220765863,0.0,0.0,-0.7194490421612147,-0.21281270603983082,0.0,0.0,0.0
2014-04-11,7.2,0.2783686579191009,-0.1962180206947061,0.0,0.0,-0.07100143325089164,-0.416302564239376,0.0,0.0,-0.6540634766400262,-0.2141736531191961,0.0,0.0,0.0
2014-04-12,7.2,-0.969305832229794,-0.3469374118131349,0.0,0.0,-0.4231786266794982,-0.5236575088303951,0.0,0.0,-0.5596167910611716,-0.14171007897125779,0.0,0.0,0.0
2014-04-13,7.0,0.029760368233896037,-0.4830129712249297,0.0,0.0,-0.682613211910795,-0.46197667988631597,0.0,0.0,-0.05542160400743251,-0.20730014982239078,0.0,0.0,0.0
2014-04-14,6.4,0.1268137936178996,0.002969432776399096,0.0,0.0,0.9519477099227639,-0.20161770924982172,0.0,0.0,0.16518333641417002,-0.08938042493617199,0.0,2.139172955119289,0.0
2014-04-15,6.8,0.4175538315539954,0.02147303059325715,0.0,0.0,-0.44409780054161724,-0.166410852072257,0.0,0.0,0.5505829998377414,-0.2150266784667306,0.0,0.07115999476185335,0.0
2014-04-16,6.8,-0.06769732383165146,-0.3375679410824166,0.0,0.0,-0.618358127777958,1.186477776461361,0.0,0.0,-0.18839753350454827,-0.17545479719936155,0.0,0.0,0.0
2014-04-17,6.8,-0.6158212679292241,0.24650335855605576,0.0,0.0,-0.6740968613814148,0.16388842245917706,0.0,0.0,-0.49525544042498554,-0.162766708815585,0.0,0.0,0.0
2014-04-18,6.8,-0.8525792897272704,0.4233188076346249,0.0,0.0,-0.7645666078708496,0.1753685414623283,0.0,1.0000000000000002,-0.8516978572743213,0.0,0.0,0.0,0.0
2014-04-19,7.6,0.20434872079918803,-0.47111312577427783,0.0,0.0,-0.6251397968311619,-0.4030318461378873,0.0,0.0,-0.21310378569239422,-0.19405820489859435,0.0,-0.36241621057660306,0.0
2014-04-20,6.4,-0.9220139025400884,-0.23397662343578374,0.0,0.0,0.195963968040745,-0.499282253462658,0.0,0.0,-0.6773311369283267,-0.2024801710534992,0.0,0.0,0.0
2014-04-21,6.8,-0.017198543707305194,-0.2325515391756879,0.0,0.0,-0.5078766468051703,-0.27410216649596575,0.0,0.0,-0.49303500510177395,5.474289714763079,0.0,0.0,0.0
2014-04-22,6.0,0.06838121681347319,-0.5329389031474593,0.0,0.0,-0.8369757510217044,-0.18875452120705452,0.0,0.0,-0.6591298220253821,-0.21650177520359784,0.0,0.0,0.0
2014-04-23,6.6,-0.16769123519343396,-0.20359879658113103,0.0,0.0,-0.6117723228050123,0.029210377777733068,0.0,0.0,-0.5102147112644619,-0.18503783792286982,0.0,0.0,0.0
2014-04-24,7.25,0.23668749181934562,0.09698061957778642,0.0,0.0,-0.6157082964912269,-0.1575372582635177,0.0,0.0,2.920774846256564,0.0,0.0,0.0,0.0
2014-04-25,7.75,-0.5951693641259926,0.010711989339647425,0.0,0.0,0.24522929579777678,0.2627723010730023,1.9621310097417521,0.0,-1.0170577413796833,-0.19342491764175124,0.0,0.0,-0.9999999999999999
2014-04-26,6.333333333333333,3.040180739448019,-0.29731516657002555,0.0,0.0,2.3204974612631153,-0.5149008515167033,0.0,0.0,2.2380691687114,0.0,0.0,0.0,0.0
2014-04-27,6.4,-1.2227782239889964,0.0998087183131774,0.0,0.0,-0.4580596247309141,0.2501096874398183,0.0,0.0,0.2597446923618287,-0.17996378911442487,-0.5250920580866418,0.0,0.0
2014-04-28,7.2,-0.03694619147799894,-0.20642853625326904,0.0,0.0,-0.5716711679125995,0.402770360983787,0.0,0.0,-0.21770102502355052,-0.18988625929745132,-0.8746473352974808,0.0,0.0
2014-04-29,7.0,-1.51549461863228,-0.2343911608299452,0.0,0.0,0.20225972736997908,-0.2763937527875921,0.0,0.0,-0.5315642490200351,-0.20221109346937458,0.0,0.0,0.0
2014-04-30,6.8,-1.542584997090535,-0.00249367908394746,0.0,0.0,-0.4499194304798505,-0.2115524484172986,-0.8524524980383332,0.0,-0.37675925113416425,-0.10466453314705373,0.0,0.0,0.0
2014-05-01,7.8,1.0591368776583472,0.16001807864139792,0.0,0.0,-0.494614879057978,-0.03484089086592826,0.0,0.0,-0.4985079090674361,-0.1873475585032874,0.0,-0.811578133717181,0.0
2014-05-02,7.4,1.5902369427826448,-0.5998165378036558,0.0,0.0,-0.3300026172387397,-0.46538167267460306,0.0,0.0,0.38581955057271916,0.0,0.0,-0.8102747984305925,0.0
2014-05-03,6.6,1.5615290635757673,0.10125004426233426,0.0,0.0,-0.4691169050990403,0.4383394140040355,0.0,0.0,-0.06657069122890999,-0.2157235223061325,0.0,0.0,0.0
2014-05-04,7.0,-0.989543229980545,-0.07036796526900613,0.0,0.0,2.36853282330482,0.6811710705261289,0.0,0.0,0.004530149719277165,-0.17003288957734847,0.0,0.0,0.0
