date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather
2014-04-04,7.0,0.061023716554162215,1.0050417980759732,0.0,0.0,-0.03897280852819963,0.7964602358705564,-0.13213848707569686,-0.32765408474073954,0.0,-0.5187622982734293,0.781205485796344,0.24247902895804505,0.0,0.0
2014-04-05,7.0,1.9577247870767251,-0.776745526275576,0.0,0.0,-0.4941148359994218,-0.7505610495576992,-0.7452057279906525,0.0,0.0,0.037624492732268866,2.227835227599565,-0.2580807755486458,0.0,0.0
2014-04-06,6.2,-1.7996252321708455,3.1076164783736457,0.0,0.0,1.6109810094681756,-0.12317697526632422,0.05332976456580331,0.0,0.0,-0.030257180948936244,1.965875739635611,0.0,0.0,0.0
2014-04-07,6.6,0.7915976406051989,0.6614979658396992,0.0,0.0,-0.49474004337916955,-0.14041869665010892,-0.8317794421356589,0.0,0.0,-0.4946784054103938,-0.4941897090898442,-0.28971901311908804,0.0,0.0
2014-04-08,7.4,-0.006542497723779783,0.0550411730212754,0.0,0.0,0.8443357345300451,0.27726743206132903,-0.09090902437350122,0.7867634678580233,0.0484612244199657,-0.2461745160949332,-0.7310191003688284,-0.722536833704667,0.0,0.0
2014-04-09,7.6,-1.1328195659620484,0.5614536538766205,0.0,0.0,3.237695285381353,0.1218537979289463,0.7912623706486516,0.0,4.626351045362702,-0.2529319677736052,1.1642198220734665,0.8280690238422451,0.0,-1.2119842478040568
2014-04-10,7.8,1.3319771222517915,-0.27610616075248395,0.0,0.0,0.3413741638517519,-0.5309162990856102,-1.0679227613020728,-1.1345109659720947,0.0,-0.5269278848060394,0.0667337355540452,-0.25332364570754,0.0,1.561609709579776
2014-04-11,8.2,0.1910531845153666,-0.8393668410013598,0.0,0.0,-1.034608122315113,-0.3779652371337871,4.261323120758561,0.0,0.40626090432266165,-0.24107850398188507,-0.21578866116038076,-0.4485228601469438,0.0,0.0
2014-04-12,7.0,0.11405522474669773,-0.08313668064175661,0.0,0.0,-0.7241230157835022,-0.8945847900472937,1.1222424915954816,-0.025058017960665476,0.0,0.16760770580755038,-0.21901240432851776,-0.3156772098111058,0.0,0.4516644455867312
2014-04-13,7.25,2.4059206131667645,0.691244110060121,0.0,0.0,1.062058345823489,0.3831622682056038,-1.0159576149313916,0.0,0.0,-0.4541127528228287,0.2533846856560375,-0.33760889822375406,0.0,0.0
2014-04-14,7.0,0.3369759283110475,-0.5280171516896365,0.0,0.0,1.2624572724730634,-0.5223029201887177,-0.9721458583159004,0.0,-0.26139767595994967,-0.42849307548736776,-1.2124113042412479,0.0,0.0,0.0
2014-04-15,7.6,0.7257484802749128,0.189947849387681,0.0,0.0,0.4293081780069915,0.12059286208659128,-0.576888477581424,0.0,0.20289022214702515,-0.2780490247362723,-0.015260226550779033,-0.5388426290409348,0.0,-0.657839356632825
2014-04-16,6.8,-0.468022669002969,1.8974090133725239,0.0,0.0,1.6325762749741837,0.36396509719496783,-0.041595620845972923,0.0,-0.3816602524287657,-0.3351592645949662,-0.7155592220257809,-0.5135283716585298,0.0,0.0
2014-04-17,6.25,-0.9843693614826744,1.1486262358253434,0.0,0.0,-0.37498175810397383,-0.004130647099198328,1.1262897833856516,0.0,-0.2843678940592249,5.6190841158370315,-0.4626268704690548,-0.2916475951719979,0.0,0.0
2014-04-18,6.8,-0.25746944195384686,-0.31493146770815456,0.0,0.0,0.5410139052203218,-0.3255369500821843,0.501711029277521,-0.9269615246776441,-0.4743594470948697,-0.2932393293362622,-0.6939670257347647,-0.16067782833824715,0.0,0.0
2014-04-19,8.2,-0.9056561425535719,-1.0994574555286174,0.0,0.0,-0.504101833400813,0.339454328903758,-0.3036311456913263,0.0,0.0,-0.23730885118593167,-1.5326313352978975,0.7298796046920851,0.0,0.0
