date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-18,6.8,0.0,5.106623008222081,0.0,0.0,0.09921733408266034,0.4875467501275831,-0.10839414085038172,0.0,-0.0989084923676068,-0.11055123876297417,0.0,-0.2584629591528365,0.0
2014-03-19,5.25,0.0,-0.5796801243293019,0.0,0.0,0.12782632137345304,-0.6423571653452197,-0.44682454806010957,0.0,-0.326176474297675,0.6771155606663517,-0.673376258177613,-0.5946675049791926,0.0
2014-03-20,7.0,0.0,-0.2771155385066276,0.0,0.0,0.17504095075406592,0.04632403183073839,-0.34796642686865553,0.0,-0.370746002714676,-0.9010222907573998,0.0,0.0,0.0
2014-03-21,6.0,0.0,0.7622758916297702,0.0,0.0,0.13352014955385122,-0.781870172090788,-0.6624630623074221,0.0,-0.3909906715647171,-0.40752577482871494,-0.34177704919031515,0.0,-0.23073840176324623
2014-03-22,7.75,0.0,-0.45144033995012295,0.0,0.0,0.1338756601217949,-0.344757368349156,-0.071496567882136,0.0,0.6206228281667718,-0.002395242919982004,2.915957949333275,0.33770652048252936,0.0
2014-03-23,8.0,0.0,-0.9508312587858405,0.0,0.0,0.1837915394998229,-1.1196426197836575,-0.745083538578482,0.0,-0.10477436608098274,-1.1176496376831244,0.0,0.0,0.0
2014-03-24,7.666666666666667,0.0,-0.9872793641711518,0.0,0.0,0.1724997184620724,-1.4138416061693455,-0.754300292412178,0.0,1.0030195972012597,-0.17386935981849055,-0.29855237955023484,0.0,0.0
2014-03-25,6.6,0.8813260212418684,-0.6623722341959617,0.0,0.0,0.11980478509564492,-0.624002835697301,-0.546009350138788,0.0,1.2199995668994732,1.1856282688794957,-0.2048967762547874,0.0,0.0
2014-03-26,6.8,0.7272611712943033,-0.6550578117169107,0.0,0.0,0.2162354185539947,-0.8009640687493985,0.3078566660273811,0.0,-0.23152004671719376,-0.5621400969832734,0.26523446403283224,0.0,0.0
2014-03-27,8.25,0.6155936264571416,-0.5271221228087193,0.0,0.0,0.1732540706778019,-0.5621898990704401,-0.22933773666654075,0.0,-0.3780457389044237,0.561290087911753,-0.7160895155327375,0.0,0.0
