date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-04-15,8.0,-0.5427024083376516,-0.7524144018574991,0.0,0.0,-0.25854870210287934,-0.10462195453261494,-0.17682223617716644,0.0,-0.23084523486537958,-0.3432597323821431,0.0,0.0,-0.24683512178174424,0.0,0.0
2014-04-16,7.25,0.5815808155374886,0.0937583432956612,0.0,0.0,-0.2877913964766092,-0.13097078358278366,-0.008157065288172097,-0.5539707772000471,-0.19236908456328222,-0.3574201630756283,0.0,0.0,-0.22840238460698217,-0.3120677170492426,0.0
2014-04-17,7.5,1.0047806896626712,-0.709013399243229,0.0,0.0,-0.12104781743029572,-0.49578408778512056,-0.5627156554545218,1.6833688448133133,0.0,-0.4266978733196231,0.0,0.0,-0.013005155957703383,1.9213970115147718,0.0
2014-04-18,7.8,-0.31305667302028256,0.6092843040995984,0.0,0.0,-0.13340310771813296,0.9809064867476037,0.6491856988239809,0.0,-0.157160827258212,-0.48245025747790277,0.0,0.0,-0.2545639223448538,-0.23058190449964677,0.0
2014-04-19,7.5,2.098384843669147,-0.7997314753137718,0.0,0.0,-0.2878720071859448,0.7752553312615537,-0.7966094726101142,0.0,0.0,-0.3742156725722928,0.0,-0.7145814240127261,0.0,0.0,0.0
2014-04-20,7.4,0.9999424733094142,-0.6588689853853035,0.0,0.0,-0.24925586214598772,-0.5534383336527571,-0.544854612522325,0.0,0.0,-0.38903941766369055,0.0,-0.9191368470902975,0.016596792408990133,0.0,0.0
2014-04-21,7.6,-1.6599082503818776,4.035389761461988,0.0,0.0,0.2524774651289659,0.08041720383181122,0.740654860749673,-0.3872245708274781,0.0,2.6039260866333516,0.0,1.2782113172577896,0.0,-0.9262809821919173,0.0
2014-04-22,7.0,-0.1970298111843473,-0.5137880044059389,0.0,0.0,-0.2948745502250677,0.21734316026395004,-0.1275715330775361,0.0,-0.2047854829275504,-0.4308607774464142,0.0,0.0,-0.21793305123439966,0.0,0.0
2014-04-23,7.4,0.1137320852657002,-0.40278274736032826,0.0,0.0,-0.28275499960163636,-0.4061389054718886,-0.3341371951488086,1.4626212838676165,0.0,-0.3901842585748103,0.0,0.0,-0.21518596526182424,0.0,0.0
2014-04-24,7.5,0.35898263457108665,-0.0011687975007623312,0.0,0.0,-0.2829613509666417,1.0070837945251492,-0.44562641906893613,-0.2893296813156945,0.0,-0.25635925179138425,0.0,0.0,-0.23279300388566906,0.0,0.0
2014-04-25,7.5,0.37521464731480353,2.2696054915314674,0.0,0.0,-0.28778042560334344,3.895441135055144,-0.1520430839107416,-0.7931208052237634,-0.03615499199655029,-0.3602475988265771,0.0,0.0,-0.20707445997352764,0.38893351967878914,0.0
2014-04-26,7.6,3.6258017239696247,0.14907342355260855,0.0,0.0,-0.2177579249496975,1.1967881434336454,-0.04375947155247004,0.0,0.0,-0.45362287534495127,-0.7807479778382069,0.0,0.0,0.0,0.0
2014-04-27,7.0,-0.725972143051205,0.6827710517151868,0.0,0.0,-0.30346921211388295,-0.19162500720671213,1.402419904118686,0.0,0.0,1.503110349352814,0.0,1.5042004661008732,-0.22926914964667516,0.0,0.0
2014-04-28,7.2,-0.36082244825209353,-0.7431071107303066,0.0,0.0,-0.2918931881463217,0.48823900296598105,-0.03731410304624485,-0.6870297210570792,0.0,-0.4206428891175768,-0.8165831550486747,0.0,-0.2568902952462476,-0.6031283420123549,0.0
2014-04-29,7.0,0.28148441387796674,-0.7133404927751793,0.0,0.0,-0.2799864135528588,-0.3744889275985446,-0.6247403975094268,-0.024407291749491987,-0.22909400205923758,-0.41425424279733847,0.0,0.0,-0.2442793881717623,0.0,0.0
2014-04-30,7.2,-0.5339192494921565,0.025223786993486704,0.0,0.0,-0.2453967411999341,0.11127615278327617,-0.22964083459314868,0.0,0.0,-0.3492958752847528,0.0,0.0,-0.2241139946726945,-0.18007186315897247,0.0
2014-05-01,7.6,0.964367241147762,-0.17234253309518885,0.0,0.0,0.131132399480013,-0.2920546846545072,0.015676420853813166,0.0,-0.19710760742647107,-0.4196389690473137,0.0,-0.44583702703524336,0.0,0.9537529874883185,0.0
2014-05-02,7.75,0.6320778578457613,1.053919410201633,0.0,0.0,-0.2925228357613452,-0.2439286271484609,0.08445390312150863,-0.4391420080409014,0.0,0.30727123276750135,0.0,0.9640418067082709,0.0,-0.43387784437081356,0.0
2014-05-03,7.4,0.8367390576818309,0.9192638712119431,0.0,0.0,-0.13922152573467486,-0.5573934907845894,-0.17147526159449347,0.0,0.0,-0.453409803033576,0.0,-0.6695921774814247,-0.23880356508329842,0.7148767698771737,0.0
2014-05-04,7.25,-0.5237941745390373,0.5977238348013724,0.0,0.0,-0.2998766751805501,-1.0979584748028544,0.797763941562393,0.0,0.0,-0.42742963681323537,0.0,0.0,-0.16994292720204116,0.0,0.0
2014-05-05,0.0,-0.023722288086833913,-0.8987888680906765,0.0,0.0,-0.30354231869900405,-0.7030789671013344,-0.37087124042800734,-0.7137924707710783,0.0,-0.1719626996745809,0.0,1.77024910454919,0.09001581054435875,-0.7326126468856855,0.0
2014-05-06,7.666666666666667,-0.1698769847281578,-1.2813050764481129,0.0,0.0,-0.2378356816142691,-0.7457006641622344,-0.6131206925744443,0.0,-0.2256534303299149,0.0,0.0,0.0,-0.24689016835180544,0.0,0.0
2014-05-07,0.0,-0.56017699157814,-0.40381020436395104,0.0,0.0,-0.10158705565816233,-0.49842999430967916,-0.4682239045466295,0.0,-0.24434356257592332,-0.1555133942509445,0.0,0.0,-0.1805066261232999,0.0,0.0
