date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-20,7.4,-0.9654783201874666,0.6778664386165528,0.0,0.0,-0.3558881130894527,-0.35069995541390925,0.5162305941925284,0.0,0.0,0.0,1.0761608093977955,0.36369202049004096,0.0,0.0,0.0
2014-03-21,7.4,0.28650298407853103,0.4124595128676354,0.0,0.0,5.073969150937541,3.744408593278117,0.1561686858167041,0.0,0.0,-0.8216188748115552,-0.42255674928813497,0.4801848451127144,0.0,0.0,0.0
2014-03-22,7.4,1.2366043101839734,-0.08813360878500562,0.0,0.0,0.018429399679637637,2.8556302013324526,0.7148431632702658,0.0,0.0,0.0,1.262644633305876,0.11877888871942296,-0.30036501809351485,0.0,0.4722784587446882
2014-03-23,7.0,-0.8575938165846999,0.3705834142807202,0.0,0.0,0.021336074081747758,1.030727296945222,-0.5006838460705126,0.0,0.0,0.0,-0.6479869373895605,-0.09949903606845117,-0.3152292878373404,0.0,0.0
2014-03-24,7.5,0.8041581590732181,0.51906064998202,0.0,0.0,-0.27108616180909845,-0.6460422944955332,-0.6936328105925913,0.0,0.0,0.0,-0.6252089071563771,0.36802830114816565,-0.23173963217973378,0.0,0.10596286521653721
2014-03-25,7.2,-0.7103183894722819,-0.13181598908616649,0.0,0.0,-0.35559606718263914,-0.13049332494817462,0.011858007068429674,0.0,0.0,1.9623848685689,-0.6776119350440281,0.05890525387039844,0.0,0.0,-0.9780363042887847
2014-03-26,7.2,-0.9090581107015256,0.2578836482592254,0.0,0.0,-0.33524645012193016,-0.4586397207080193,0.022022662259585858,0.0,0.0,0.0,0.6832887485885161,-0.7066221085283251,0.0,0.0,0.9762250733827649
2014-03-27,7.2,-0.46692620798495404,0.34022202792746764,0.0,0.0,-0.3170587701254959,2.4705797161261818,-0.22848479880629102,0.0,0.0,0.0,-0.4214268866773622,-0.800818824543818,-0.22941985057171144,0.0,0.0
2014-03-28,6.8,1.2674043480192672,0.5276038561682161,0.0,0.0,-0.34005643223260745,0.6291694739433863,-0.13760444545870165,0.0,0.0,-0.604034224559949,1.440329652132562,-0.5735417463034347,-0.31376324112247134,0.0,0.0
2014-03-29,8.0,1.0467354131485018,-0.55857602351359,0.0,0.0,-0.34703037285545146,-0.6940096662253669,0.7312232873154482,-0.9999999999999997,0.0,0.0,-0.42273752730585884,-0.4341392543038303,-0.31719658254617644,0.0,0.0
2014-03-30,7.25,-1.5607617137598342,-0.7306895391535334,0.0,0.0,-0.28572599034702173,-0.7765470720359052,0.0,0.0,0.0,0.0,-0.5307580422088097,1.7544717075039484,-0.17879278395864184,0.0,0.0
2014-03-31,7.4,-0.478664864191287,0.6484393555841789,0.0,0.0,-0.3321757137830706,-0.3848681709113755,0.06356306171372136,0.0,0.0,0.0,2.9350936332329614,2.348212974511372,1.165432014388955,0.0,1.5600442676466086
