date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-04-01,6.4,1.8699784864546283,0.313905904981324,0.0,0.0,-0.27825683801548673,-0.3753022784128113,0.0,0.0,0.0,0.0,-0.6704612430625476,-0.5557953364847239,0.0,0.0,0.0
2014-04-02,6.25,-0.5746060037554018,5.310456014822845,0.0,0.0,-0.7954317883331217,-0.7004433815972692,0.0,0.0,0.0,0.0,-0.9865257770762754,0.0,0.0,0.0,0.0
2014-04-03,6.2,-0.8529207282982723,-0.37829873369322276,0.0,0.0,-0.7068219326725919,1.9299567086378764,-0.7778338172002095,0.0,0.0,-0.2842412385491662,-0.789047919518828,0.0,0.0,0.0,0.0
2014-04-04,7.0,0.29546174566635874,0.16723556271466725,0.0,0.0,0.28831712320140873,1.2182915628383308,3.1194822899518253,-0.3829420291365684,0.0,-0.1849165409024404,-0.22634103684830761,-0.8482988767516165,0.0,0.0,0.0
2014-04-05,6.75,-0.8660611474733464,-0.47850610980033786,0.0,0.0,-0.006808849081610746,-0.5803595902548055,-0.28454958538459424,0.0,0.0,-0.5135282853147339,-0.5885198540047245,0.0,0.0,0.0,0.0
2014-04-06,7.0,1.5880801639507733,-0.18040605577674826,0.0,0.0,0.659416414352996,0.03359994696428555,-0.5420159986711854,0.0,0.0,-0.3977289702895886,-0.3653514402062829,0.0,0.0,0.9999999999999997,0.9999999999999992
2014-04-07,6.4,-0.5718498556126754,0.25872671442725076,0.0,0.0,-0.29586302054845,0.10185372041088013,-0.4234790194171656,-0.22744524289301232,0.0,0.0,-0.17997000219411535,0.0,0.0,0.0,0.0
2014-04-08,7.2,-0.5118629364941825,-0.5766481676866466,0.0,0.0,-1.004351910393371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,6.6,2.4425723052281874,3.330763946045457,0.0,0.0,-0.31376857959248533,-1.1753386821183236,0.0,-0.9275282092077435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-10,7.0,-0.38934591082115083,-0.19766790816539698,0.0,0.0,-0.46103404777216406,-0.1319333978854326,-0.38663694474510785,1.0540815058276785,0.0,-0.506923761644098,0.5209821643301015,0.0,0.0,0.0,0.0
2014-04-11,7.0,-0.13845399579469653,-0.45372225869567406,0.0,0.0,-0.491366602508182,0.3099257504322367,0.0,0.0,0.0,-1.0687485752261705,-0.43814562874762464,0.0,0.0,0.0,0.0
2014-04-12,6.4,-0.9047908039893547,-0.47215137108121347,0.0,0.0,2.5798766527666035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-13,7.0,-0.9047908039893547,-0.5340341495950681,0.0,0.0,-0.6938503943888451,-1.5631422364880123,0.0,0.0,0.0,-0.840232056222177,-0.049937343355029584,0.0,0.0,0.0,0.0
2014-04-14,6.6,-0.42873877598008703,-0.513804383436265,0.0,0.0,-0.04738660815682388,-0.7104586138540321,0.0,0.0,0.0,0.0,-0.884174354530704,0.0,0.0,0.0,0.0
2014-04-15,7.25,-0.2823498956963652,-0.5661468723174812,0.0,0.0,4.894995340401575,-0.9083932421957026,0.0,0.0,0.0,0.0,-0.27910347246218215,0.0,0.0,0.0,0.0
2014-04-16,7.0,0.8559706026831433,-0.36341020212720704,0.0,0.0,0.43535611434999333,0.08513146639372009,0.0,0.0,0.0,-0.8373700959649018,-0.07175095177232772,0.0,0.0,0.0,0.0
2014-04-17,6.8,0.9898183630060333,-0.34257190200794596,0.0,0.0,0.20218492509212824,-0.6624155135711669,0.0,1.4985479366058396,0.0,-0.7196994992330765,-0.7110005950521342,0.0,0.0,0.0,0.0
2014-04-18,7.2,-0.8051032981704946,-0.1554370605756527,0.0,0.0,0.022649257954229018,0.4084164205892406,0.1999733783866375,0.0,0.0,0.0,-0.0387583825441873,0.0,0.0,0.0,0.0
2014-04-21,6.6,-0.9047908039893547,-0.30764196127401744,0.0,0.0,1.3334667576375854,2.625489286847447,-0.3443615801778403,0.0,0.0,0.930000438297197,-0.3170205356809509,0.0,0.0,0.0,0.0
2014-04-22,7.25,-0.34886614461574256,-0.3921115844136589,0.0,0.0,-0.6081642238359227,0.298212888280317,-0.06467047427514308,0.0,0.0,0.0,1.067178213134233,0.0,0.0,0.0,0.0
2014-04-23,5.4,0.12625545731518809,-0.25903237831048825,0.0,0.0,0.20980049479743368,0.2730057307579747,0.0,0.5183471925467427,0.0,-0.18352225257197274,-0.6312022252769897,0.0,0.0,0.0,-1.0000000000000007
2014-04-24,7.2,-0.7751156147616485,0.8705335386453901,0.0,0.0,-0.002963310966408601,0.5605985032659716,-0.1770676950062038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-25,6.75,-0.7287469107347716,-0.49834651371425887,0.0,0.0,-0.11951154590535532,-1.1470195298401364,0.0,0.0,0.0,0.0,-0.8477019464833256,0.0,0.0,0.0,0.0
2014-04-26,7.2,2.968174847611469,-0.25025390394354696,0.0,0.0,-1.2968447364903106,-0.17598160082327938,0.0,0.0,0.0,-1.0617037499774924,0.0,0.0,0.0,0.0,0.0
2014-04-27,8.0,0.7458071408672226,-0.4539743195533142,0.0,0.0,-0.49860379551098094,-0.5591279447733157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-28,7.0,1.8062851521312182,-0.269896978594382,0.0,0.0,-0.7358151408039743,-0.7572728165402234,0.0,0.0,0.0,0.0,0.7251235794494244,0.0,0.0,0.0,0.0
2014-04-29,7.0,-0.4873644905148002,-0.3592235012658289,0.0,0.0,0.357324452059586,-0.11441713808899392,-0.04415469579598699,2.4126466856579616,0.0,-0.6266857908716245,-0.7376123757164011,0.0,0.0,0.0,0.0
2014-04-30,7.0,-0.40824910240249884,0.3138776399372374,0.0,0.0,-0.8133281712369541,2.8317842010033543,-0.6234043557687875,0.0,0.0,-1.0667672181249797,0.0,0.0,0.0,0.0,0.0
2014-05-01,8.0,-0.313087718328118,-0.39864384090406285,0.0,0.0,0.10230268374350135,-0.537727712489304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-02,0.0,0.26494988333955977,-0.3319460366608804,0.0,0.0,-0.41827955701032193,0.4071041168565494,-0.5632928605597873,0.0,0.0,0.0,-0.2869035833816445,1.4040942132363405,0.0,0.0,0.0
2014-05-03,7.0,-0.6026956409366615,-0.077632028446441,0.0,0.0,0.29169224931334975,0.6059290630185805,0.46792348073605694,0.0,0.0,0.0,0.08834696672841517,0.0,0.0,0.0,0.0
2014-05-04,7.333333333333333,-0.37013898003099166,-0.35528972751566945,0.0,0.0,2.4491748214716407,0.050514986176566384,0.0,0.164544421282262,0.0,1.1457482115379616,0.2074303717756169,0.0,0.0,-1.0000000000000002,0.0
2014-05-05,0.0,-0.7545464468151847,1.3561493119599903,0.0,0.0,-0.5211024379624127,0.0,0.8087379234484294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
