date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
2014-03-13,7.4,0.0,-0.4506927074290705,0.0,0.0,-0.45892741859942493,0.5305637282320594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-14,6.4,0.0,-0.3086408599179835,0.0,0.0,-0.7925455565268135,-1.316775168187111,0.0,0.0,0.0,4.225877900733405,0.0,0.0,0.0,0.0,0.0
2014-03-15,6.6,0.0,-0.37825286780762635,0.0,0.0,-0.4238580907330375,-0.05639768895340811,-0.3211908186013816,-1.1096772715002725,0.0,0.0344270285590036,0.06048634671219739,0.0,0.0,0.0,0.0
2014-03-16,7.2,0.0,-0.3878287471057767,0.0,0.0,0.557556748950823,-0.9022912276315738,0.0,-0.4423975712635001,0.0,0.6271463362003826,0.0,0.0,0.0,0.0,0.0
2014-03-17,6.6,0.5060752548080892,-0.1038625312652883,0.0,0.0,-0.6628920668567465,1.0144230438836894,0.0,0.0,0.0,1.1457482115379616,3.4414724106678958,0.0,0.0,0.0,0.0
2014-03-18,6.4,-0.3036932601748691,-0.4125991979538826,0.0,0.0,-0.38156593196203553,0.3589195396367402,-0.44477878427873685,-0.2600430731546787,0.0,0.2609621904618062,0.0,0.0,0.0,0.0,0.0
2014-03-19,5.666666666666667,-0.8519776360129798,-0.5375637684742709,0.0,0.0,-0.13299038144688902,0.0,-0.6628397516878454,0.0,0.0,0.2684473172885268,0.0,0.0,0.0,0.0,0.0
2014-03-20,6.8,-0.4946648932746387,-0.4103580565014557,0.0,0.0,1.2242349873215554,-0.976634753970671,-0.6768211358021077,0.0,0.0,0.03530763171508826,-0.2835195984600344,0.0,0.0,0.0,0.0
2014-03-21,6.5,-0.1325889021958324,-0.4323281180985925,0.0,0.0,-0.13072271101358587,-0.8749383456410935,-0.7494552719239324,0.0,0.0,0.0,0.2843942048637676,0.0,0.0,0.0,0.0
2014-03-22,7.0,-0.6885169488741889,0.8288491111795053,0.0,0.0,0.17659352867581435,0.6599717419721137,-0.4557334524267311,0.0,0.0,0.0458748695881053,-0.6848530211206647,0.0,0.0,0.0,0.0
2014-03-23,6.4,-0.8805847686668494,-0.1452262045738947,0.0,0.0,0.1641958511441727,0.10629067581361668,-0.35920270666203186,-0.8070461451822333,0.0,0.37279879128457,0.3084535331683456,0.0,0.0,0.0,0.0
2014-03-24,6.0,-0.4811851858455144,-0.403513414530542,0.0,0.0,-0.19780141493942818,-0.33549902146248184,0.0,-1.4131422255432629,0.0,0.12072613785530924,0.6762380916592455,0.0,0.0,0.0,0.0
2014-03-25,5.6,-0.37703206148540735,-0.34245785630002906,0.0,0.0,-0.30104618718259635,0.18581229343938965,-0.42817941417735356,0.0,0.0,0.14571325240921412,-0.3399843908697826,0.0,0.0,0.0,0.0
2014-03-26,6.0,0.29859495204375786,1.3485736636684544,0.0,0.0,-0.4392149208835991,2.7780500164875077,-0.36085172071583094,0.36221597216463736,0.0,0.0,3.546699450142301,0.0,0.0,0.0,0.0
2014-03-27,6.5,0.9504542057043085,1.0409035857096773,0.0,0.0,0.1338184729833506,0.0,3.1409964031501616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-28,6.0,0.1915951687863516,-0.43205289132152214,0.0,0.0,-0.29474039812750963,-0.2631895242684484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-29,5.4,2.8247046783497547,-0.4515454553605713,0.0,0.0,-0.615843142479873,-0.9948674901750425,0.0,-0.44016194620384924,0.0,-0.3988297242346947,-0.5189196542664806,0.0,0.0,0.0,0.0
2014-03-30,6.0,-0.9047908039893547,-0.2602820567209787,0.0,0.0,-0.17032651648600308,-0.4752408181035984,0.9534066076048531,0.0,0.0,-0.29018530985273855,0.0,0.0,0.0,0.0,0.0
2014-03-31,5.8,0.8548899722547749,-0.5159723111749074,0.0,0.0,-0.9709286477944331,-1.0786776746122138,0.0,0.0,0.0,-0.37769524848866104,0.0,0.0,0.0,0.0,0.0
