date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.utilities,appCat.weather
2014-04-01,7.0,0.0,-0.5207048138016771,0.0,0.0,-0.6888410685315401,-0.9264119153904938,-0.46616501396413257,-0.30078643222900303,2.5448946705976914,-1.0124894255863999,0.0,0.0,0.0
2014-04-02,8.0,1.9043260222266396,0.1424442384365955,0.0,0.0,-0.5535550650916853,-0.9379227380632188,0.7124077011016481,0.8087322649997164,-0.37825186988870446,0.0,0.0,0.0,0.0
2014-04-03,8.0,0.20166266113340536,-0.6520681125807756,0.0,0.0,-0.9703990595702843,-0.6538707479734034,1.271468016892649,0.9963220810494109,-0.18573078711148697,0.0,0.4337790657489232,0.0,0.0
2014-04-04,8.4,-1.0296809836466727,0.21367445164533577,0.0,0.0,-0.3263727092331221,-0.5859494245371318,-0.6552547153996707,0.0,-0.27376895639953835,-0.6888628297584162,0.0,0.0,0.0
2014-04-05,7.6,-1.4343031533761097,-0.21599845115507516,0.0,0.0,1.804480303437364,0.22036106532819616,-0.0535556909697676,0.0,-0.14210346118255515,0.2355424973875155,0.0,0.0,0.0
2014-04-06,7.0,-0.5043254793030812,-0.5267368755753482,0.0,0.0,-0.13439694504737515,-0.2822304238758876,-0.3921508591900938,0.0,-0.0681301979207162,-0.4660833247217957,2.6128309845264917,-0.8568216896858984,0.0
2014-04-07,7.8,-0.8358712830121435,-0.6092912049474674,0.0,0.0,0.06929577794294721,-0.8496183670039912,-0.3055510839308977,0.0,-0.3728032551122337,0.0,-0.27061693832097616,0.0,0.0
2014-04-08,7.333333333333333,-0.783879501029822,-0.5539024662215283,0.0,0.0,-0.47090458627621706,0.24090484852798105,0.1410774231921083,0.0,-0.5663608661564704,-0.7745692393963933,0.0,0.0,0.0
2014-04-09,8.25,-0.6625137686007333,-0.9516914548499783,0.0,0.0,-0.9060378001451912,-0.7781840702620519,0.8160847529837004,0.0,-0.5206172750116884,0.0,1.2503355985462965,0.0,0.0
2014-04-10,7.666666666666667,-0.2291816061100718,-0.530649918843263,0.0,0.0,-1.004081549675649,-0.43578123868733465,-0.5507987548416651,0.0,-0.46465723110073354,1.1717362385071919,0.0,0.0,0.0
2014-04-11,8.6,1.0091711004328698,-0.5059882709820728,0.0,0.0,0.40931669461441716,-0.44604168771632563,-0.574042019910961,0.0,-0.2150742830263596,0.0,2.3292159208230947,-0.5459568701716913,0.0
2014-04-12,8.0,-0.2339435106884201,-0.7875136802422634,0.0,0.0,-0.715441475050088,-0.2739050612819393,-0.5592348962389049,0.0,-0.4190538281236077,-0.47985889005278004,0.0,0.0,0.0
2014-04-13,7.5,1.185483366702817,-0.5011332553017378,0.0,0.0,-1.3628857206395493,-0.43213990426664,-0.29812216064821717,0.0,-0.38247551853581013,-0.3003932323663528,-0.736974922489224,0.0,0.0
2014-04-14,8.0,-0.48120572693653546,0.06533574792872461,0.0,0.0,0.8880048784075256,-0.07862194174342779,-0.547207662635286,0.0,-0.339532570117131,0.0,-0.7517787480806136,0.0,0.0
2014-04-15,8.5,-0.10045014356303958,-0.1840528098099095,0.0,0.0,-0.5788643562258073,-0.7437805082281269,-0.2896961391517079,0.0,0.9285212567507639,0.0,0.0,0.0,0.0
2014-04-16,8.5,0.3126011149673249,-0.2955429491457675,0.0,0.0,0.905887397994055,-0.46297906278910567,1.0870876363679074,0.0,-0.44947274011913035,1.340876106315305,-0.13055026140274625,0.0,0.0
2014-04-17,7.0,-0.6010487946015688,-0.28690520491454247,0.0,0.0,1.478393171717621,-0.9511818145228903,0.14763103796410187,0.0,-0.5316642946615776,0.0,-1.0260805189752498,0.0,0.0
2014-04-18,0.0,1.0257038359380863,1.8645747912312036,0.0,0.0,0.49644402989757574,0.7382540614417616,3.8659184086914267,0.0,2.4733987050930635,-0.832717793663917,-0.07876685426445997,0.0,0.0
2014-04-19,0.0,-1.1864761209437054,-1.0337718619307694,0.0,0.0,-0.615348575720253,-1.2582544160490847,-0.6182265389116378,0.0,0.0,0.1562581843524625,0.0,0.0,0.0
2014-04-20,7.0,-0.9764855023594693,1.1121648000298148,0.0,0.0,0.3021331233442696,1.5470167866272129,-0.28098551693526325,0.0,-0.7455904783119071,0.0,0.0,0.0,0.0
2014-04-21,0.0,-1.8244702312987429,-0.25474905338508524,0.0,0.0,-0.5929146657352488,0.04476341978332039,-0.663733641416119,0.0,-0.4944443361488742,0.0,0.0,0.0,0.0
2014-04-22,7.0,0.9461275312195135,0.22153904480844247,0.0,0.0,-0.010221484839426384,0.05377763106449408,-0.3268208371817082,0.0,0.0,2.9001813356307418,-0.37365343833902226,0.0,0.0
2014-04-23,8.0,0.0575768606356398,0.1209030357805556,0.0,0.0,0.3861752797496007,-0.34517389853756003,-0.36438978204525563,0.0,0.990589349754851,-0.743921380477203,0.2814658147992681,0.0,0.0
2014-04-24,8.0,-0.7093309829699393,0.3179098255563201,0.0,0.0,0.8934683917685231,-0.32209116454629744,-0.5741761841429236,0.0,-0.7068754994085147,-0.7235219772887522,-1.0495042936451702,0.0,0.0
2014-04-25,0.0,0.9291211389368571,3.378625836197599,0.0,0.0,-0.06858325299905757,0.6198478915065876,-0.32168412559973936,0.0,0.9951336810177266,-0.3173585510885975,0.5305323724495098,0.0,0.0
2014-04-26,7.0,2.5689313517888186,-0.6204682937171492,0.0,0.0,0.0,-0.5162674510445744,-0.08580083056257833,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-27,7.5,-1.3581700790468134,0.28291117068818483,0.0,0.0,2.0055402318807656,-1.16256596356777,-0.4783972514265629,0.0,-0.5525772966584993,-0.19742785840229715,0.0,1.4027785598575897,0.0
2014-04-28,8.0,-0.5778832990172843,0.6808970126486018,0.0,0.0,2.938190546118076,0.47751046260179303,4.106987586888778,0.0,-0.5932582705843295,0.0,-0.6392884126057878,0.0,0.0
2014-04-29,7.0,0.2394501810431025,-0.5377702566350423,0.0,0.0,-1.1307639596229193,-0.4559322771807779,-0.5024637091668521,0.0,0.4983183371595418,0.0,0.0,0.0,0.0
2014-04-30,7.0,-0.10236858682853221,1.3514698001713594,0.0,0.0,-0.97863639960186,0.5896286577176068,-0.1939486726983509,0.0,-0.3547679513239793,0.0,-0.0196452469975808,0.0,0.0
2014-05-01,7.25,1.3053117420127844,-0.7244386719072411,0.0,0.0,-0.8301050520314219,-0.2195907656762714,-0.39931990826528196,0.0,-0.5712002385193944,0.0,0.0,0.0,0.0
2014-05-02,7.5,-0.017168489183508474,-0.6213004544385485,0.0,0.0,-0.5300163131060875,-0.5171136137513028,-0.39466439171889844,0.0,-0.578804966518275,0.0,-0.2732778791234796,0.0,0.0
2014-05-03,8.666666666666666,-0.11640566356262402,0.4914540455385199,0.0,0.0,-0.8238980140449073,1.0664082259879,-0.6132895965193719,0.0,-0.5785025057455923,0.0,0.0,0.0,0.0
2014-05-04,7.0,-0.051132781911116754,2.280764375224725,0.0,0.0,-0.06919499931484593,1.2964546279167755,-0.7017393764839792,0.0,3.5155344988184547,-0.37818466011779406,0.0,0.0,0.0
2014-05-05,0.0,-1.4061722928931626,-0.5343947505502019,0.0,0.0,-0.5079992763955491,0.5318306870096229,0.6315932453956647,0.0,-0.5086772759376884,1.1981508934352405,0.0,0.0,0.0
2014-05-06,6.0,1.2638162509885957,-0.629619774418691,0.0,0.0,-0.8562628925447852,0.17056430560593885,-0.23939855478186292,0.0,-0.05772554734042951,0.0,0.0,0.0,0.0
2014-05-07,6.0,-0.5644232155349949,-0.6954691551440564,0.0,0.0,0.04677948632593555,-0.43197735627397865,-0.5296340190359964,0.0,-0.7022213071104987,-1.0944770714323173,-0.5386161522444258,0.0,0.0
2014-05-08,7.75,0.18724090970529225,-0.3810212028731036,0.0,0.0,1.7373160181308118,0.1199345676741309,-0.6311577309414501,0.0,-0.31857347885961007,0.0,0.0,0.0,0.0
2014-05-09,7.25,-0.7015158069765897,-0.8472463238597377,0.0,0.0,-0.47736143162725087,-0.9858880950243524,-0.5242751771313893,0.0,-0.7145493612982943,0.0,-1.0599934599423606,0.0,0.0
2014-05-10,7.2,1.3820761173071452,-0.4670130467169791,0.0,0.0,-0.34130129440802626,-0.15295964883876242,0.7003191695597887,0.0,-0.3669614413312754,1.0071209787245596,-0.48941263046249023,0.0,0.0
2014-05-11,7.2,0.700521706337578,-0.47432935506292306,0.0,0.0,-0.6914079447264414,0.3575448638021277,-0.1574289984426555,-1.5042679138201238,1.919665044780631,0.0,0.0,0.0,0.0
2014-05-12,0.0,-0.7272663974923279,-0.4706653077475023,0.0,0.0,0.0,1.1278253211441882,-0.008186415090594491,0.0,-0.7116284544078151,0.0,0.0,0.0,0.0
2014-05-13,0.0,-0.016887996389331632,-0.2898919554377563,0.0,0.0,-0.29127988512291414,1.2628439090904786,-0.6522653362458458,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-14,0.0,2.0134395058998993,3.179660756310205,0.0,0.0,2.1656504459980024,4.740962224002548,0.47319061258784445,0.0,0.0,0.0,0.0,0.0,0.0
