date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
2014-03-14,6.75,0.0,-0.5577972060428555,0.0,0.0,-0.021003145436348507,-0.6182038737114226,0.0,0.0,0.0,2.598761816387164,0.0,0.0,0.0,0.0
2014-03-15,6.166666666666667,0.0,-0.7723051351038054,0.0,0.0,-1.3088211196763826,-0.5570630166653052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-17,7.2,-0.7472118801415901,-1.2202181669716967,0.0,0.0,-1.5888917303311147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-18,7.4,-0.1386861403146556,0.24692848183250396,0.0,0.0,0.04534868188582497,0.12217379337775686,-1.0373489452009041,0.0,1.1137722350741848,0.269591182858569,0.0,-0.4935931920195405,0.0,1.0000000000000036
2014-03-20,7.0,-0.4693672947845453,0.121047784810877,0.0,0.0,0.6486348785392662,0.6876769237679271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-21,7.0,-0.7101659354273175,-0.7056634293163829,0.0,0.0,0.949454684134726,-0.7491911313165505,0.0,0.0,-1.3411324416575432,-0.6598930607511567,0.0,0.0,0.0,0.0
2014-03-22,7.0,0.16582817266248365,-0.8034639883412623,0.0,0.0,0.23561508644120366,-0.5686675266973855,0.0,0.0,0.0,-0.3622946466972689,0.0,0.0,0.0,0.0
2014-03-23,7.0,1.2315247755751044,0.3202478086592858,0.0,0.0,-1.2548111123975434,4.123019671856471,0.0,0.0,0.0,-0.5999558756157958,0.0,0.0,0.0,0.0
2014-03-24,7.0,-0.7472118801415901,-0.7770321782399014,0.0,0.0,0.06712040634127019,-0.8362779007835567,0.0,0.0,-0.2669952331880984,-0.6404457236980373,0.0,0.0,0.0,0.0
2014-03-25,7.2,-0.6935591326243677,0.263502339252468,0.0,0.0,0.41146489412906195,0.0016638875357067907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-26,7.0,0.419735378358001,1.174808083065379,0.0,0.0,-0.7339653188047481,0.17459751001352333,0.0,0.0,0.0,0.3156852400416878,0.0,0.07776882457055381,0.0,0.0
2014-03-27,7.2,-0.7472118801415901,-1.2221397719477594,0.0,0.0,2.221467493188481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-28,7.0,-0.4230598638917047,0.07970747040124122,0.0,0.0,1.0157584395432886,0.16292767918263368,0.0,0.0,0.0,-0.6606315672215284,0.0,0.0,0.0,-0.9999999999999964
2014-03-29,7.4,2.1395933617181067,-0.8245115317140284,0.0,0.0,-0.8556479917002464,-0.9307963108465266,0.0,0.0,-0.9902072639257626,-0.6013344210271562,-0.4004331942265505,0.0,0.0,0.0
2014-03-30,7.2,1.6135409467754354,-0.24490888346415174,0.0,0.0,-0.0033585067575655236,-0.3261533642230503,0.0,0.0,0.0,0.0,0.4979418298374714,0.0,0.0,0.0
2014-04-01,7.2,1.7904353327860847,-0.43230275570737825,0.0,0.0,-0.8335326992404775,-0.4104537214430757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-02,7.2,1.8460042498574976,0.14416953730900217,0.0,0.0,-0.913102927144546,0.10757151911829006,0.0,0.0,-0.9887521089343387,-0.6407411262861861,-0.7002012249326057,0.0,0.0,0.0
2014-04-04,7.8,0.8532104780805775,-0.7564074199388657,0.0,0.0,-0.2432532929086485,-0.5930953444632396,0.0,0.0,0.0,0.0,0.17800035324667007,0.0,0.0,0.0
2014-04-05,6.2,-0.5834298087732269,-1.1560848886300992,0.0,0.0,-1.1671396259394806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-06,6.8,-0.7472118801415901,-0.3522663969634636,0.0,0.0,-0.18190548784935898,-0.6847427265055033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-07,6.8,0.6319076071761032,-0.6924464362680828,0.0,0.0,-1.4718233717354063,-0.41229594364429,0.0,0.0,0.0,-0.6197084620100022,0.0,0.0,0.0,0.0
2014-04-10,7.0,-0.6735099480258266,0.1106531721562264,0.0,0.0,0.1658950227472665,-0.4873925205972837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,7.4,-0.7472118801415901,0.08532631388618085,0.0,0.0,1.0027689401770505,-0.8257625291232022,0.0,0.0,0.0,-0.5807547073861336,2.793559192674553,0.0,0.0,0.0
2014-04-12,7.0,-0.35961868356851273,1.3244414073739652,0.0,0.0,0.9471995340167342,0.4591217226837179,1.4305891696630968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-14,7.0,-0.2501787885584313,0.7645224323172007,0.0,0.0,-0.46759835043164166,0.526357129264249,0.0,0.0,0.7829718508737953,-0.680423540627488,-0.3581817129460636,0.1789732661698507,0.0,0.0
2014-04-16,6.4,0.5675486977679458,0.06217796436526505,0.0,0.0,1.8105889138448692,-0.008617016836290082,0.0,0.0,0.0,-0.4318521094533376,0.0,0.0,0.0,0.0
2014-04-17,6.0,-0.16373825089179633,-0.019969687252835388,0.0,0.0,0.09784004561473073,-0.2571797870536037,0.0,0.0,-0.9320592704684646,-0.05284402435666143,-0.5518966252716222,0.0,0.0,0.0
2014-04-18,7.0,2.3822144238347223,0.45277425687884365,0.0,0.0,-0.905517999685847,-0.5176810211147447,-0.5190830257338003,0.0,1.648240962390896,-0.6009996314272543,0.0,1.6498035442493764,0.0,0.0
2014-04-19,7.0,-0.7472118801415901,-0.47962108126088304,0.0,0.0,0.829931452358924,-0.8135972424890131,0.0,0.0,0.0,2.9658586126794915,0.0,0.0,0.0,0.0
2014-04-21,7.0,-0.35822946064172734,1.4318814258905646,0.0,0.0,-0.899980145523999,0.7748498086399204,0.0,0.0,0.8465766755489332,1.5854158077721712,0.6224791794588168,0.0,0.0,0.0
2014-04-23,7.0,1.8784194514824823,0.06292571355448494,0.0,0.0,-0.33712368843987917,-0.3961290459389825,0.0,0.0,0.12758459428639848,0.013024188298528595,0.0,0.0,0.0,0.0
2014-04-24,7.0,0.030752958858135247,0.2577494484634061,0.0,0.0,0.2581316651681498,-0.2841676356758565,-0.831493603881765,0.0,0.0,0.041061176164814917,-0.717422768227141,0.0,0.0,0.0
2014-04-25,6.2,-0.7472118801415901,-0.6319921144969454,0.0,0.0,1.2834543099888704,-0.7938468850517321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
